kernel;version;threads;size;tap;time-min;time-max;time-mean;cycles;instructions;cache-references;cache-misses;branch-instructions;branch-misses
dot;hybrid;2;16384;;0.025;0.027;0.026;5895508;3806049;1082761;17773;534211;24784
dot;omp;3;16384;;0.014;0.017;0.0154;7245736;5596906;1400235;19435;831640;27150
dot;hybrid;3;16384;;0.019;0.117;0.0253;7254591;5562317;1392767;19608;823739;27203
dot;omp;4;16384;;0.011;0.015;0.01335;8826502;7583146;1749819;21914;1158801;30296
dot;hybrid;4;16384;;0.017;0.019;0.0175;8796701;7542823;1740715;21927;1150496;30053
dot;seq;1;65536;;0.116;0.296;0.1301;15449421;11851728;3086430;25848;1770622;31686
dot;neon;1;65536;;0.152;0.196;0.15915;15635959;12004063;3113273;26135;1792521;31920
dot;omp;1;65536;;0.123;0.502;0.15305;10514528;5464764;1978474;20091;713462;24965
dot;hybrid;1;65536;;0.162;0.230;0.1724;10675865;5516099;1986249;20715;716003;25585
dot;omp;2;65536;;0.082;0.147;0.0938947;12629493;8126669;2415399;23258;1152597;27966
dot;hybrid;2;65536;;0.101;0.109;0.10585;12774234;8228841;2453466;23270;1164029;28018
dot;omp;3;65536;;0.075;0.201;0.08585;15125004;11273902;3001324;26051;1672178;31775
dot;hybrid;3;65536;;0.080;0.088;0.0842;15135058;11280606;2984558;26285;1667706;31813
dot;omp;4;65536;;0.066;0.203;0.0768;17249939;14108277;3477742;28050;2142053;34094
dot;hybrid;4;65536;;0.073;0.085;0.0767;17389596;14253483;3498795;28551;2160022;34362
dot;seq;1;262144;;0.827;0.954;0.84865;40201078;25159037;7822834;46904;3585596;38880
dot;neon;1;262144;;0.937;1.097;0.98395;40344125;25191456;7814127;46865;3581418;38677
dot;omp;1;262144;;0.859;0.981;0.8854;34807037;18553910;6672411;38864;2494067;32141
dot;hybrid;1;262144;;0.979;1.167;1.0183;34988793;18679901;6670401;38703;2493320;31774
dot;omp;2;262144;;0.507;0.655;0.5329;38189950;22468006;7349678;44839;3137705;35318
dot;hybrid;2;262144;;0.563;0.621;0.58225;38272507;22582789;7346420;44476;3134866;35343
dot;omp;3;262144;;0.400;0.498;0.42905;41688459;26804007;8144131;47568;3853298;39201
dot;hybrid;3;262144;;0.427;0.531;0.4515;41737185;26914244;8095521;47665;3849439;39398
dot;omp;4;262144;;0.356;0.516;0.38185;45024187;30947935;8808386;50661;4539741;41978
dot;hybrid;4;262144;;0.371;0.428;0.3897;45004541;30970077;8788896;50867;4521737;41969
dot;seq;1;1048576;;3.697;3.852;3.7808;138239786;78258571;26763418;135010;10811350;64549
dot;neon;1;1048576;;4.233;4.348;4.2872;139349990;78767867;26807023;136560;10850814;64677
dot;omp;1;1048576;;3.755;3.887;3.8146;131947467;71237633;25555335;123683;9631939;57714
dot;hybrid;1;1048576;;4.274;4.373;4.31825;132692042;71768785;25557925;123783;9632018;57890
dot;omp;2;1048576;;2.129;2.208;2.1709;136044851;75421572;26269537;129945;10325420;61836
dot;hybrid;2;1048576;;2.326;2.580;2.385;136340871;75975977;26277452;128536;10329212;61879
dot;omp;3;1048576;;1.661;1.729;1.6893;140245705;79884080;27206669;132751;11063468;65132
dot;hybrid;3;1048576;;1.699;1.791;1.73385;140285372;79973548;26942638;133230;11001619;64941
dot;omp;4;1048576;;1.401;1.500;1.4311;144686187;84206874;27770071;136002;11786206;68470
dot;hybrid;4;1048576;;1.429;1.503;1.456;144920888;84872787;27798776;136500;11806807;68578
dot;seq;1;4194304;;14.899;15.307;15.0646;527708716;291683646;102744157;470078;39840983;172571
dot;neon;1;4194304;;16.755;17.258;17.0395;530632426;292231858;102660178;473935;39758476;171927
dot;omp;1;4194304;;14.512;15.015;14.8466;516340138;281816708;101028536;428437;38167052;165700
dot;hybrid;1;4194304;;16.374;16.996;16.8025;518813325;283913779;101027917;431149;38166717;166199
dot;omp;2;4194304;;8.413;8.535;8.461;523760410;286868801;101875177;463736;39015552;170347
dot;hybrid;2;4194304;;9.162;9.499;9.24045;525310790;288793973;101847665;453776;38992524;170262
dot;omp;3;4194304;;6.369;6.605;6.4721;531193210;291869975;103432595;460305;39827194;175720
dot;hybrid;3;4194304;;6.507;6.879;6.7311;532561250;293930182;102727540;466353;39825067;175329
dot;omp;4;4194304;;5.372;5.469;5.4137;540127520;297034317;103631307;465690;40696005;181250
dot;hybrid;4;4194304;;5.455;5.588;5.5051;541024412;299556998;103701054;473360;40765674;180593
dot;seq;1;16777216;;59.016;61.869;60.1766;2072655167;1136028189;405187628;1683090;154305957;614334
dot;neon;1;16777216;;66.309;71.128;68.7893;2084114439;1140443914;405221423;1710558;154342120;613662
dot;omp;1;16777216;;58.689;59.471;59.1615;2047933232;1125317413;403280234;1445295;152362391;623422
dot;hybrid;1;16777216;;65.466;66.283;66.0749;2057090210;1133728469;403288186;1454930;152362713;622302
dot;omp;2;16777216;;32.491;35.665;33.3331;2065929168;1130883578;404175983;1562374;153347103;625890
dot;hybrid;2;16777216;;35.144;38.039;35.5851;2071856409;1139294628;404183319;1529676;153360804;625626
dot;omp;3;16777216;;24.974;26.714;25.6194;2086724766;1137710532;408134222;1647308;154408768;634318
dot;hybrid;3;16777216;;26.123;27.434;26.7885;2091342156;1146887343;405473764;1639327;154533116;633908
dot;omp;4;16777216;;21.155;22.001;21.5846;2112682044;1145073780;406624853;1683612;155683908;641245
dot;hybrid;4;16777216;;21.626;22.757;21.98;2113422555;1153268650;406598945;1691742;155644646;642487
triad;seq;1;1024;;0.004;0.004;0.004;4016503;2535605;685964;17893;351925;26805
triad;neon;1;1024;;0.004;0.004;0.004;4007203;2530042;683051;17874;351246;26760
triad;omp;1;1024;;0.007;0.008;0.0074;2525445;1100340;408522;13210;119383;21361
triad;hybrid;1;1024;;0.007;0.008;0.00765;2533127;1099646;407919;13295;119185;21278
triad;omp;2;1024;;0.005;0.005;0.005;3103007;1523570;492795;15263;186892;23457
triad;hybrid;2;1024;;0.005;0.005;0.005;3122717;1512182;492862;15514;184351;23650
triad;omp;3;1024;;0.005;0.006;0.00505;3730079;2163605;620800;17408;289892;26032
triad;hybrid;3;1024;;0.005;0.005;0.005;3709373;2093115;609651;17683;277723;26248
triad;omp;4;1024;;0.004;0.005;0.0044;4323661;2815614;742119;18906;395944;28234
triad;hybrid;4;1024;;0.004;0.005;0.00475;4314770;2754380;734969;19220;384986;28607
triad;seq;1;4096;;0.023;0.026;0.02395;4444096;2872208;746518;18571;401444;27200
triad;neon;1;4096;;0.022;0.025;0.02385;4399146;2828772;737285;18396;394277;27027
triad;omp;1;4096;;0.026;0.030;0.02685;2793674;1206676;432049;13866;130329;21497
triad;hybrid;1;4096;;0.026;0.030;0.0273;2769514;1205207;431000;13773;129876;21497
triad;omp;2;4096;;0.014;0.029;0.0169;3403780;1663484;523109;16112;203006;23966
triad;hybrid;2;4096;;0.014;0.028;0.01635;3385224;1651974;520297;16057;200767;23893
triad;omp;3;4096;;0.012;0.025;0.0158;4024842;2338033;652794;17990;312569;26203
triad;hybrid;3;4096;;0.012;0.026;0.01435;3972861;2241276;637281;18089;295648;26353
triad;omp;4;4096;;0.010;0.023;0.0123;4640054;2971832;774138;19787;415061;28832
triad;hybrid;4;4096;;0.010;0.024;0.0115;4687827;3014485;783168;19763;421554;29091
triad;seq;1;16384;;0.100;0.240;0.10935;5780359;3766122;918381;20557;522574;28158
triad;neon;1;16384;;0.099;0.357;0.11405;5852089;3815694;928615;20852;529683;28383
triad;omp;1;16384;;0.105;0.129;0.10865;3796203;1627869;524939;15849;172855;22432
triad;hybrid;1;16384;;0.106;0.279;0.11615;3789173;1630394;522902;15567;171946;22376
triad;omp;2;16384;;0.055;0.118;0.06285;4459541;2138706;625182;18270;254575;24914
triad;hybrid;2;16384;;0.051;0.071;0.05825;4483799;2146031;626479;18333;253759;24958
triad;omp;3;16384;;0.045;0.059;0.04955;5065806;2692477;742106;20451;342971;27625
triad;hybrid;3;16384;;0.039;0.051;0.0442;5074760;2732120;741101;20334;348537;27635
triad;omp;4;16384;;0.032;0.056;0.0419;5849573;3587264;902895;22276;488862;30217
triad;hybrid;4;16384;;0.033;0.058;0.04425;5767417;3480776;882649;22213;470005;30165
triad;seq;1;65536;;0.463;0.597;0.4861;12770249;9550229;1986620;28170;1372023;32590
triad;neon;1;65536;;0.463;0.524;0.4797;12847824;9610561;1994836;28456;1379311;32677
triad;omp;1;65536;;0.493;0.562;0.51025;7997823;3372041;916494;22572;348803;26303
triad;hybrid;1;65536;;0.490;0.561;0.5095;8001970;3399142;914272;22735;347930;26305
triad;omp;2;65536;;0.264;0.513;0.29835;9346519;4677821;1153585;26148;560974;29773
triad;hybrid;2;65536;;0.269;0.400;0.2939;9299031;4659572;1144135;26170;553166;29565
triad;omp;3;65536;;0.204;0.408;0.2338;10683645;6227907;1453467;28911;814873;32799
triad;hybrid;3;65536;;0.200;0.491;0.23075;10701620;6297185;1439987;28595;820673;32776
triad;omp;4;65536;;0.167;0.381;0.18635;11857587;7575462;1672691;30717;1036895;35112
triad;hybrid;4;65536;;0.166;0.188;0.17475;11737149;7476337;1647213;30421;1015383;34971
triad;seq;1;262144;;2.200;2.429;2.2793;29776066;16993488;3591070;56914;2165912;42689
triad;neon;1;262144;;2.223;2.466;2.2985;29725731;16921673;3570737;56937;2142571;42831
triad;omp;1;262144;;2.263;2.469;2.3282;24194819;10097139;2390000;49502;1025956;35966
triad;hybrid;1;262144;;2.260;2.458;2.34005;24266375;10244214;2395807;49940;1026641;35972
triad;omp;2;262144;;1.302;1.526;1.36325;27173142;12909739;2890416;55478;1482800;39949
triad;hybrid;2;262144;;1.295;1.507;1.34875;27135116;12957734;2877961;56239;1467643;39902
triad;omp;3;262144;;1.085;1.291;1.1294;30159361;15789712;3483863;62751;1953451;43128
triad;hybrid;3;262144;;0.991;1.174;1.0375;29908896;15786801;3374594;59413;1930418;43777
triad;omp;4;262144;;0.854;1.036;0.90145;32654449;18424117;3852666;62299;2389695;46037
triad;hybrid;4;262144;;0.868;1.147;0.92775;32866539;18851455;3907379;62643;2438030;46357
triad;seq;1;1048576;;8.990;9.420;9.1225;95565100;45223374;9804460;180298;5051691;80316
triad;neon;1;1048576;;9.009;9.381;9.164;95329767;45036069;9724465;181121;4978010;80010
triad;omp;1;1048576;;9.051;9.179;9.09615;88798798;37545788;8475361;170909;3761916;73771
triad;hybrid;1;1048576;;9.049;9.248;9.148;88847165;38123678;8493109;170328;3766950;74195
triad;omp;2;1048576;;5.076;5.223;5.1418;93495987;41321779;9127634;176211;4386870;78536
triad;hybrid;2;1048576;;5.076;5.285;5.21375;93537534;41862020;9123330;177763;4394829;78798
triad;omp;3;1048576;;4.273;4.467;4.3505;100029377;46206885;10309676;198433;5194267;82153
triad;hybrid;3;1048576;;3.849;4.047;3.95715;98694826;45937752;9832551;182455;5056843;82362
triad;omp;4;1048576;;3.285;3.481;3.38225;103856496;49221323;10477474;185320;5701699;85641
triad;hybrid;4;1048576;;3.285;3.561;3.40035;104014700;49894121;10504132;186416;5725122;85547
triad;seq;1;4194304;;35.894;36.500;36.2243;354498331;156534058;34421759;642500;16278181;239441
triad;neon;1;4194304;;35.919;36.543;36.1934;354276167;157549500;34414001;640915;16272416;238283
triad;omp;1;4194304;;35.600;36.328;35.8585;342533776;147443815;32830746;586146;14721034;237618
triad;hybrid;1;4194304;;35.705;36.105;35.9108;342605402;149529325;32825713;581881;14712385;237191
triad;omp;2;4194304;;20.136;20.537;20.3263;353636935;152307484;33646035;634167;15533610;243809
triad;hybrid;2;4194304;;20.107;20.512;20.3004;353776555;154582116;33675414;636640;15567796;242508
triad;omp;3;4194304;;16.801;17.689;17.0297;370916754;159809709;36316015;705499;16760826;247572
triad;hybrid;3;4194304;;15.206;15.619;15.4049;366232415;160146302;34619307;649053;16466319;247212
triad;omp;4;4194304;;12.885;15.082;13.1387;380112299;164350347;35721307;642947;17524163;254477
triad;hybrid;4;4194304;;12.902;13.202;13.0576;379976288;165779824;35603830;647950;17411601;253859
triad;seq;1;16777216;;141.751;145.472;143.397;1376913180;598847050;132593078;2297887;60523579;890281
triad;neon;1;16777216;;141.869;145.288;143.32;1377679950;604029670;132755117;2319307;60680977;886833
triad;omp;1;16777216;;142.909;143.894;143.31;1353896528;588629070;130735222;2060373;58590956;915371
triad;hybrid;1;16777216;;143.330;145.358;144.061;1355750409;597057501;130751935;2129306;58596833;914689
triad;omp;2;16777216;;78.533;82.492;79.4648;1382472969;594314859;131640917;2230892;59605600;920590
triad;hybrid;2;16777216;;78.658;81.659;79.8267;1383603222;602855932;131657681;2230598;59619247;920229
triad;omp;3;16777216;;65.126;67.471;65.8956;1434594496;601947069;138543058;2584069;60764720;931264
triad;hybrid;3;16777216;;59.569;60.962;60.3536;1418613841;610256259;132922032;2316146;60751589;931805
triad;omp;4;16777216;;50.573;52.111;51.326;1463484814;609791273;134326486;2358625;62134787;940387
triad;hybrid;4;16777216;;50.209;52.097;51.3344;1462909209;616857983;134101925;2342859;61910743;940602
matmul;seq;1;16;;0.020;0.021;0.02065;4053144;2648866;708595;17786;372311;26723
matmul;neon;1;16;;0.022;0.024;0.02315;4075249;2676070;712856;17790;376460;26682
matmul;omp;1;16;;0.027;0.029;0.02835;2503060;1098892;412797;13100;120239;21311
matmul;hybrid;1;16;;0.029;0.031;0.0297;2526218;1103999;414573;13275;120551;21454
matmul;omp;2;16;;0.015;0.036;0.01685;3111073;1523165;500370;15691;187012;23728
matmul;hybrid;2;16;;0.016;0.036;0.01765;3102667;1514494;498127;15593;185588;23696
matmul;omp;3;16;;0.018;0.019;0.01855;3685849;2182859;625740;17273;294299;25874
matmul;hybrid;3;16;;0.018;0.021;0.01915;3653023;2069595;608250;17575;274755;26117
matmul;omp;4;16;;0.018;0.020;0.01895;4283275;2741794;737120;19425;383875;28708
matmul;hybrid;4;16;;0.018;0.020;0.0191;4361605;2831229;753979;19599;398171;28745
matmul;seq;1;32;;0.079;0.082;0.07995;4620313;3313715;852304;18035;480147;26989
matmul;neon;1;32;;0.097;0.123;0.09915;4671394;3381641;859526;18033;489811;26927
matmul;omp;1;32;;0.094;0.098;0.0956;2689394;1225360;465511;13639;136989;21648
matmul;hybrid;1;32;;0.109;0.172;0.1128;2710233;1224082;463749;13452;135480;21483
matmul;omp;2;32;;0.052;0.055;0.05295;3374585;1773284;572068;15555;224780;23920
matmul;hybrid;2;32;;0.059;0.075;0.0607;3349341;1751261;565872;15518;220273;23836
matmul;omp;3;32;;0.040;0.043;0.0418;3981998;2400275;694702;17882;325919;26420
matmul;hybrid;3;32;;0.046;0.050;0.04735;3942360;2315112;679080;17881;310686;26450
matmul;omp;4;32;;0.035;0.074;0.038;4682378;3215891;845505;19454;459113;28665
matmul;hybrid;4;32;;0.038;0.042;0.0399;4648386;3126273;828547;19538;443103;28795
matmul;seq;1;64;;0.522;0.802;0.5446;7874393;7306631;1731688;20432;1134656;32566
matmul;neon;1;64;;0.675;0.734;0.6876;8577897;8095008;1854108;20631;1251876;32886
matmul;omp;1;64;;0.559;0.752;0.5841;3714752;1883869;783396;16413;229941;26659
matmul;hybrid;1;64;;0.697;0.786;0.714;3914624;1929118;783643;16043;226993;26760
matmul;omp;2;64;;0.291;0.338;0.3022;4499747;2608562;918557;18579;347739;29227
matmul;hybrid;2;64;;0.357;0.440;0.3713;4714797;2667907;922226;18209;346840;29375
matmul;omp;3;64;;0.199;0.265;0.2078;5272217;3508109;1085601;20032;494696;31473
matmul;hybrid;3;64;;0.252;0.287;0.25995;5435179;3517901;1080673;19902;485886;31558
matmul;omp;4;64;;0.165;0.362;0.18485;6427726;4709724;1308653;22666;690668;35134
matmul;hybrid;4;64;;0.201;0.247;0.2081;6417193;4625371;1284660;22387;666632;34444
matmul;seq;1;128;;3.814;3.914;3.8421;14413457;12042052;4066208;49415;1879230;49113
matmul;neon;1;128;;5.020;5.173;5.06265;16022899;12529700;4061514;48842;1862024;49093
matmul;omp;1;128;;3.884;4.050;3.94255;9737727;5905342;2977147;44369;833186;42882
matmul;hybrid;1;128;;5.095;5.317;5.1606;11349033;6335757;2974844;44012;820135;42905
matmul;omp;2;128;;1.989;2.063;2.01705;11321676;7638287;3291256;45474;1116582;45834
matmul;hybrid;2;128;;2.587;2.668;2.6253;12962547;8156818;3303303;44100;1118484;45615
matmul;omp;3;128;;1.338;1.485;1.38035;12881059;9638216;3633067;47757;1448619;47957
matmul;hybrid;3;128;;1.783;1.869;1.81655;14496324;9945639;3626235;48122;1412399;48652
matmul;omp;4;128;;1.079;1.212;1.11005;14797748;11816016;4035325;51334;1804869;52044
matmul;hybrid;4;128;;1.377;1.612;1.4191;16338364;12086091;4010653;50602;1764474;52335
matmul;seq;1;256;;28.564;28.799;28.6637;53538680;38691695;20207710;160296;6139655;114256
matmul;neon;1;256;;38.115;38.473;38.2278;66209946;42819246;20203955;154463;6084854;114216
matmul;omp;1;256;;28.730;29.368;28.8957;48953819;33039310;19105709;153389;5085053;107767
matmul;hybrid;1;256;;38.398;38.524;38.4523;61642466;36869050;19102389;148690;5035141;107561
matmul;omp;2;256;;14.690;14.923;14.7938;52264899;36630152;19760048;151103;5671240;112381
matmul;hybrid;2;256;;19.491;19.881;19.6428;65121049;40492099;19766768;152044;5626118;112951
matmul;omp;3;256;;9.915;10.104;10.0138;55106547;40068268;20322852;151664;6244856;115005
matmul;hybrid;3;256;;13.253;13.475;13.3369;68376637;44209565;20438256;156664;6235351;117350
matmul;omp;4;256;;7.840;7.980;7.907;59313044;43952459;21082451;157586;6873687;121718
matmul;hybrid;4;256;;10.210;10.458;10.3168;72145889;48042455;21127843;159929;6866020;122036
matmul;seq;1;512;;229.915;236.483;232.919;349414355;233064603;143392267;592188;37821942;363774
matmul;neon;1;512;;306.300;312.522;308.49;450300127;266609492;143425087;596959;37642627;363926
matmul;omp;1;512;;231.285;235.824;233.43;344915183;229392078;142244008;584462;36741340;355860
matmul;hybrid;1;512;;307.084;309.841;308.495;444999510;261593608;142276141;588478;36554719;357267
matmul;omp;2;512;;119.688;122.704;121.091;358915494;234453142;143268389;593561;37546474;365619
matmul;hybrid;2;512;;156.554;159.045;157.809;456557982;266557486;143284392;603039;37344441;367080
matmul;omp;3;512;;80.044;82.943;81.2951;363531154;238947270;143910218;595152;38307532;366975
matmul;hybrid;3;512;;105.325;107.060;106.017;462289536;272714830;144466931;612857;38337445;375702
matmul;omp;4;512;;63.098;65.553;64.4229;383509114;244450032;145234665;606563;39159317;385943
matmul;hybrid;4;512;;81.117;83.106;81.782;475974883;276543188;145241065;618694;38957087;386388
fir;seq;1;1024;16;0.054;0.055;0.0541;4331960;2992554;777330;17831;426183;26718
fir;neon;1;1024;16;0.059;0.121;0.06255;4382336;3047835;785811;17907;434040;26839
fir;omp;1;1024;16;0.065;0.085;0.06625;2579160;1153485;434276;13218;126136;21430
fir;hybrid;1;1024;16;0.069;0.071;0.0694;2611473;1163310;435569;13344;126568;21346
fir;omp;2;1024;16;0.032;0.034;0.0327;3198056;1607431;524750;15680;198572;23753
fir;hybrid;2;1024;16;0.034;0.036;0.03535;3226679;1618929;527624;15723;199126;23885
fir;omp;3;1024;16;0.024;0.025;0.02435;3807942;2232877;647937;17653;298940;26139
fir;hybrid;3;1024;16;0.025;0.026;0.0258;3688581;2139678;627707;16940;283702;25755
fir;omp;4;1024;16;0.020;0.022;0.0209;4445697;2931051;780483;19444;412269;28662
fir;hybrid;4;1024;16;0.021;0.022;0.02185;4471549;2954734;784808;19321;415720;28764
fir;seq;1;4096;16;0.222;0.240;0.2236;5737521;4679784;1114343;18473;693689;27172
fir;neon;1;4096;16;0.244;0.272;0.2471;5786217;4767698;1121576;18374;704070;27046
fir;omp;1;4096;16;0.238;0.277;0.242;3000366;1413670;531712;14056;156171;21588
fir;hybrid;1;4096;16;0.249;0.372;0.2591;3050737;1440683;533726;13887;156721;21519
fir;omp;2;4096;16;0.118;0.128;0.1189;3740988;1990988;645223;16417;248403;24191
fir;hybrid;2;4096;16;0.127;0.232;0.135;3746065;2021588;646539;16311;250649;24239
fir;omp;3;4096;16;0.082;0.228;0.0941;4419138;2736417;787685;18338;369307;26625
fir;hybrid;3;4096;16;0.088;0.126;0.09655;4432181;2743686;784892;18376;367183;26592
fir;omp;4;4096;16;0.064;0.080;0.0662;5127315;3514896;934068;20256;496021;29342
fir;hybrid;4;4096;16;0.069;0.141;0.07405;5162534;3580776;938630;20239;504050;29144
fir;seq;1;16384;16;0.892;1.032;0.916;9468707;8754785;2015136;20560;1318321;28496
fir;neon;1;16384;16;0.980;1.016;0.98555;9535143;8869547;2011676;20233;1318964;28293
fir;omp;1;16384;16;0.902;1.012;0.9147;4668479;2459375;923262;15301;276517;22026
fir;hybrid;1;16384;16;0.975;1.062;0.99885;4816263;2557909;929427;15559;278568;22316
fir;omp;2;16384;16;0.455;0.584;0.47215;5773822;3537913;1123126;18321;452062;25079
fir;hybrid;2;16384;16;0.491;0.525;0.4981;5847476;3595966;1118590;18374;448027;25038
fir;omp;3;16384;16;0.305;0.453;0.32945;6748198;4783428;1344512;19914;657331;27432
fir;hybrid;3;16384;16;0.329;0.386;0.3395;6825122;4816446;1337815;19988;648869;27490
fir;omp;4;16384;16;0.233;0.347;0.24835;7865038;6094038;1582347;22223;871836;30255
fir;hybrid;4;16384;16;0.250;0.291;0.26315;7961510;6158723;1579634;22337;869031;30347
fir;seq;1;65536;16;3.581;3.767;3.61685;16204342;12993975;3595925;26133;1809131;31534
fir;neon;1;65536;16;3.936;4.097;3.9755;16708752;13482053;3603855;26221;1813452;31578
fir;omp;1;65536;16;3.584;3.751;3.63595;11421662;6695683;2509982;20791;764999;25316
fir;hybrid;1;65536;16;3.891;4.022;3.93205;11786760;7014037;2506478;20829;763616;25330
fir;omp;2;65536;16;1.820;2.134;1.87025;13632304;9436479;2983434;24124;1218169;28478
fir;hybrid;2;65536;16;1.965;2.153;2.0064;14048713;9787751;2988199;23969;1221320;28304
fir;omp;3;65536;16;1.240;1.322;1.282;16016142;12440739;3512756;27496;1712053;32714
fir;hybrid;3;65536;16;1.323;1.419;1.3655;16400767;12817373;3518393;27100;1720594;32370
fir;omp;4;65536;16;0.930;1.053;0.95395;18023171;15221586;3985711;29232;2174272;34727
fir;hybrid;4;65536;16;1.003;1.315;1.0574;18509169;15696700;4011266;29074;2199003;34642
fir;seq;1;262144;16;14.492;14.764;14.6183;42911065;29758554;9873436;47723;3743035;38453
fir;neon;1;262144;16;15.913;16.108;16.0071;44799435;31635616;9882675;48040;3749675;38755
fir;omp;1;262144;16;14.568;14.846;14.7274;37972330;23409380;8771706;41060;2691370;32535
fir;hybrid;1;262144;16;15.740;16.010;15.845;39539067;24716673;8770079;41968;2690653;32035
fir;omp;2;262144;16;7.352;7.560;7.43875;41151192;27274313;9440865;46398;3327193;35650
fir;hybrid;2;262144;16;7.934;8.096;8.01745;42733610;28604484;9443223;46660;3329698;35646
fir;omp;3;262144;16;4.934;5.135;5.0225;44465600;31513490;10170850;50123;4026150;39796
fir;hybrid;3;262144;16;5.311;5.525;5.4143;45955213;32771597;10161236;49616;4017309;39501
fir;omp;4;262144;16;3.713;3.864;3.7744;47490735;35345942;10833200;52848;4661071;42932
fir;hybrid;4;262144;16;4.051;4.241;4.1113;49016066;36667699;10833423;52713;4663187;42796
fir;seq;1;1048576;16;58.169;58.597;58.269;149989999;97544582;35148114;145728;11569467;64390
fir;neon;1;1048576;16;63.706;64.175;63.8011;157117942;104591426;35097633;143253;11521867;64787
fir;omp;1;1048576;16;58.191;58.502;58.3091;144064815;90590082;33931071;131639;10415942;58018
fir;hybrid;1;1048576;16;62.908;63.218;63.0183;150187140;95729933;33897952;130403;10409468;58075
fir;omp;2;1048576;16;29.215;30.202;29.412;147738351;94865989;34651035;137274;11135576;62880
fir;hybrid;2;1048576;16;31.564;31.946;31.6674;153931627;99973422;34628973;138759;11108670;61744
fir;omp;3;1048576;16;19.580;19.843;19.6778;151228130;99089562;35378864;142084;11825358;66235
fir;hybrid;3;1048576;16;21.140;21.332;21.2166;157581859;104375399;35387032;142874;11833049;65973
fir;omp;4;1048576;16;14.756;16.147;15.0139;155553867;104190169;36261598;146384;12670546;71555
fir;hybrid;4;1048576;16;16.016;16.219;16.0991;161812462;109292058;36240301;146920;12643997;70987
fir;seq;1;4194304;16;232.631;233.178;232.854;574112540;367454720;135999035;506430;42680083;170261
fir;neon;1;4194304;16;254.799;255.401;255.131;603937452;396833299;136005923;516808;42683453;171167
fir;omp;1;4194304;16;232.499;232.974;232.717;565553594;359437967;134596470;460267;41318769;167569
fir;hybrid;1;4194304;16;251.346;251.765;251.529;590679440;380438157;134605224;456326;41317198;168492
fir;omp;2;4194304;16;116.772;117.250;116.906;571361094;363999214;135361148;505273;42080116;172245
fir;hybrid;2;4194304;16;126.164;126.631;126.353;596212246;384888083;135349025;503229;42068573;172657
fir;omp;3;4194304;16;78.164;78.578;78.3816;576307954;369192436;136253945;499085;42926928;177849
fir;hybrid;3;4194304;16;84.369;84.858;84.5962;601125080;389818404;136192207;510345;42871207;177368
fir;omp;4;4194304;16;58.834;59.418;59.0038;582225757;373976273;137074452;513166;43730546;181548
fir;hybrid;4;4194304;16;63.556;63.804;63.6743;606997553;394990674;137081224;516301;43738269;182136
fir;seq;1;16777216;16;929.094;931.648;930.109;2262582397;1444753172;539178416;1805805;166588105;615121
