kernel;version;threads;size;tap;time-min;time-max;time-mean;cycles;instructions;cache-references;cache-misses;branch-instructions;branch-misses
fir;hybrid;3;4194304;16;84.294;85.955;84.546;601397504;390310812;136285828;507415;42942460;180729
fir;omp;4;4194304;16;58.881;59.273;59.0067;582051572;374061107;137095616;513795;43737329;183600
fir;hybrid;4;4194304;16;63.587;64.930;63.7775;607296321;395419199;137162768;522803;43801665;183861
fir;seq;1;16777216;16;929.346;932.734;930.503;2263547398;1445013587;539224692;1832563;166625739;613654
fir;neon;1;16777216;16;1018.357;1023.725;1019.17;2381731618;1562278366;539207990;1848123;166596969;615674
fir;omp;1;16777216;16;928.905;929.866;929.263;2247602965;1435845410;537571501;1603333;164992880;628544
fir;hybrid;1;16777216;16;1003.946;1005.216;1004.56;2347728204;1519792430;537585956;1612831;164968322;631399
fir;omp;2;16777216;16;465.523;467.448;465.926;2255987324;1440438227;538277188;1717197;165761764;631290
fir;hybrid;2;16777216;16;503.097;504.958;503.71;2356961122;1524561031;538330106;1752442;165811904;633297
fir;omp;3;16777216;16;311.763;313.096;312.289;2268762555;1447293688;539445603;1813147;166841099;641369
fir;hybrid;3;16777216;16;336.657;339.058;337.463;2369013502;1531435988;539505183;1823350;166880432;644754
fir;omp;4;16777216;16;234.836;235.975;235.423;2282725353;1454385313;540684055;1869789;168052391;647760
fir;hybrid;4;16777216;16;253.717;255.313;254.256;2382399196;1538587464;540752141;1868486;168107697;650323
fir;seq;1;1024;32;0.090;0.091;0.0906;4526106;3254608;833228;17738;467845;26789
fir;neon;1;1024;32;0.098;0.203;0.10155;4610660;3356313;848857;17898;483499;26819
fir;omp;1;1024;32;0.101;0.104;0.10155;2653013;1197291;454384;13292;130831;21398
fir;hybrid;1;1024;32;0.108;0.137;0.109775;2626182;1193383;451462;13230;130028;21411
fir;omp;2;1024;32;0.050;0.052;0.0511;3246785;1625746;541314;15777;199321;23952
fir;hybrid;2;1024;32;0.054;0.056;0.054825;3289492;1679909;549173;15607;207285;23793
fir;omp;3;1024;32;0.036;0.094;0.0381;3870341;2289146;668837;17646;306289;26138
fir;hybrid;3;1024;32;0.038;0.566;0.0524;3829343;2272629;664024;17212;303464;26006
fir;omp;4;1024;32;0.029;0.183;0.033975;4532309;3001999;804669;19511;422058;28812
fir;hybrid;4;1024;32;0.031;0.033;0.0317;4704179;3253001;846098;19521;463010;28787
fir;seq;1;4096;32;0.374;0.400;0.377625;6501516;5686596;1328938;18541;853700;27195
fir;neon;1;4096;32;0.407;0.426;0.408825;6703876;5938512;1368990;18607;890467;27232
fir;omp;1;4096;32;0.383;0.463;0.388225;3216476;1564485;606040;13848;172814;21493
fir;hybrid;1;4096;32;0.413;0.480;0.41865;3273042;1590198;607922;13922;173537;21559
fir;omp;2;4096;32;0.193;0.304;0.2002;3919688;2132752;717085;16380;264225;24168
fir;hybrid;2;4096;32;0.208;0.310;0.217675;3984535;2184511;722203;16311;269330;24167
fir;omp;3;4096;32;0.134;0.182;0.140225;4630591;2899763;862848;18309;388357;26583
fir;hybrid;3;4096;32;0.143;0.243;0.14905;4613847;2843259;849582;18304;375716;26597
fir;omp;4;4096;32;0.102;0.161;0.1049;5335073;3727727;1015045;19919;523963;28959
fir;hybrid;4;4096;32;0.109;0.120;0.111025;5388587;3741244;1015231;19983;522674;29040
fir;seq;1;16384;32;1.505;1.650;1.52275;10231129;9301532;2299374;20376;1377272;28370
fir;neon;1;16384;32;1.640;1.897;1.66273;10450181;9458132;2308093;20587;1383968;28408
fir;omp;1;16384;32;1.515;1.687;1.53212;5512224;3056219;1220457;15496;342779;22273
fir;hybrid;1;16384;32;1.638;1.723;1.65837;5682994;3143080;1222257;15554;343530;22363
fir;omp;2;16384;32;0.761;0.891;0.780725;6584304;4160916;1421071;18047;523291;24984
fir;hybrid;2;16384;32;0.823;0.951;0.841225;6723624;4184341;1412210;18297;513588;25104
fir;omp;3;16384;32;0.509;0.638;0.52215;7498080;5286848;1625674;19883;708210;27411
fir;hybrid;3;16384;32;0.550;0.641;0.5619;7685279;5357887;1623961;20107;706047;27571
fir;omp;4;16384;32;0.385;0.544;0.407225;8630121;6643337;1868912;22122;930982;30439
fir;hybrid;4;16384;32;0.416;0.603;0.436625;8855459;6817864;1884784;22045;946539;30339
fir;seq;1;65536;32;6.043;6.195;6.09168;19508043;15382936;4782670;26374;2076078;31868
fir;neon;1;65536;32;6.588;6.777;6.65135;20231358;15843519;4782773;26410;2076260;31795
fir;omp;1;65536;32;6.056;6.320;6.10815;14660033;9043477;3685387;21148;1026053;25429
fir;hybrid;1;65536;32;6.548;6.708;6.60533;15332036;9372723;3685730;21348;1025795;25451
fir;omp;2;65536;32;3.047;3.175;3.09575;16929878;11793649;4164020;24462;1479525;28698
fir;hybrid;2;65536;32;3.288;3.453;3.3429;17602713;12156086;4171118;24536;1484688;28723
fir;omp;3;65536;32;2.041;2.191;2.08362;19216264;14804152;4687911;27132;1975839;32719
fir;hybrid;3;65536;32;2.206;2.356;2.24977;19894856;15144825;4690299;27147;1977954;32541
fir;omp;4;65536;32;1.548;1.829;1.58842;21374191;17694531;5186787;29074;2454966;34921
fir;hybrid;4;65536;32;1.665;1.928;1.70445;22034810;18011277;5184902;29256;2453064;34927
fir;seq;1;262144;32;24.378;24.669;24.5203;56110062;39265632;14610138;49237;4800435;39455
fir;neon;1;262144;32;26.557;26.861;26.6975;59015986;41085733;14607828;49765;4798261;39176
fir;omp;1;262144;32;24.416;25.005;24.5806;51131281;32854842;13493010;43189;3740752;32877
fir;hybrid;1;262144;32;26.384;26.540;26.457;53713032;34163542;13492640;42341;3740988;32385
fir;omp;2;262144;32;12.278;12.455;12.373;54280275;36738552;14165802;47847;4379000;36016
fir;hybrid;2;262144;32;13.256;13.652;13.357;56809197;38002279;14158941;47519;4371516;36160
fir;omp;3;262144;32;8.225;8.380;8.30077;57394531;40871479;14878767;50491;5061018;39648
fir;hybrid;3;262144;32;8.869;9.105;8.97573;60082307;42267151;14895111;50469;5074546;39716
fir;omp;4;262144;32;6.196;6.416;6.27572;60437437;44785078;15551484;53200;5709511;43026
fir;hybrid;4;262144;32;6.694;7.041;6.78293;63203771;46271991;15582098;53487;5738628;43192
fir;seq;1;1048576;32;97.547;98.207;97.7386;201924501;134870803;53931349;144588;15710863;92157
fir;neon;1;1048576;32;106.259;106.752;106.405;213667671;142439084;53998225;147650;15729661;66834
fir;omp;1;1048576;32;97.652;98.394;97.7909;196456684;128366743;52816731;137650;14613649;60141
fir;hybrid;1;1048576;32;105.531;106.135;105.621;206801212;133511644;52786266;136721;14608203;59920
fir;omp;2;1048576;32;48.905;49.346;49.0117;199930389;132532822;53523816;142474;15305040;63702
fir;hybrid;2;1048576;32;52.841;53.028;52.9218;210432439;137850755;53546107;142610;15311972;63701
fir;omp;3;1048576;32;32.674;33.503;32.8076;203554282;136900172;54270124;148025;16027637;68227
fir;hybrid;3;1048576;32;35.304;35.578;35.4204;214198440;142283482;54305939;147873;16045118;68292
fir;omp;4;1048576;32;24.662;25.184;24.8013;207829200;141972671;55155035;151728;16861635;72846
fir;hybrid;4;1048576;32;26.557;26.862;26.7114;218370793;147200032;55152087;151986;16860181;72558
fir;seq;1;4194304;32;390.425;391.824;390.822;784250023;518378976;211526801;518752;59429130;281682
fir;neon;1;4194304;32;425.080;425.833;425.402;830432570;547957037;211566929;516526;59469450;177259
fir;omp;1;4194304;32;390.753;391.296;390.959;776598006;510637871;210170698;508667;58116300;175576
fir;hybrid;1;4194304;32;422.319;422.972;422.496;818585489;531632993;210180127;529632;58115027;173992
fir;omp;2;4194304;32;195.612;196.006;195.771;780914422;515261010;210940165;516826;58890796;179325
fir;hybrid;2;4194304;32;211.301;211.687;211.466;822816792;535986671;210902630;516210;58846727;176946
fir;omp;3;4194304;32;130.619;131.319;130.817;786599668;520331360;211807819;523191;59717010;184553
fir;hybrid;3;4194304;32;141.168;141.656;141.367;827794423;541335370;211825977;520660;59718161;184730
fir;omp;4;4194304;32;98.194;98.693;98.3451;791820029;525765436;212738770;525371;60628293;189910
fir;hybrid;4;4194304;32;105.985;106.431;106.162;833681009;546764943;212747793;528830;60632422;187472
fir;seq;1;16777216;32;1560.726;1564.926;1562.12;3104749770;2049468210;841426728;1881005;233792118;754211
fir;neon;1;16777216;32;1699.328;1703.351;1700.43;3289763912;2166985730;841456657;1883739;233800110;646921
fir;omp;1;16777216;32;1562.119;1565.609;1562.85;3091583361;2040360159;839777239;1922689;232148841;647767
fir;hybrid;1;16777216;32;1688.059;1689.481;1688.6;3259326821;2124319366;839814359;1939728;232159199;644252
fir;omp;2;16777216;32;781.107;782.791;781.486;3097334616;2045056161;840490450;1817689;232954956;652881
fir;hybrid;2;16777216;32;843.999;845.630;844.439;3265188748;2129024441;840525446;1811012;232965354;645831
fir;omp;3;16777216;32;521.743;522.840;522.099;3107993510;2052088869;841678990;1864543;234070061;657530
fir;hybrid;3;16777216;32;563.403;564.294;563.897;3274716460;2135508304;841617638;1892212;233985129;653969
fir;omp;4;16777216;32;392.101;393.292;392.594;3120054117;2060529680;843141358;1908782;235507589;667031
fir;hybrid;4;16777216;32;423.422;425.590;424.116;3287788721;2144920283;843247500;1933996;235589197;661166
conv2d;seq;1;64;;0.068;0.249;0.07395;4844896;3516762;888435;18329;509700;27064
conv2d;neon;1;64;;0.065;0.067;0.0655;4859368;3546671;893509;18336;514181;27022
conv2d;omp;1;64;;0.073;0.086;0.0747;2789520;1239496;471851;13626;136435;21455
conv2d;hybrid;1;64;;0.073;0.080;0.07775;2760471;1239014;470964;13643;136251;21474
conv2d;omp;2;64;;0.036;0.247;0.042425;3489717;1789163;579880;16231;224744;24019
conv2d;hybrid;2;64;;0.035;0.119;0.043125;3525995;1862973;591933;16150;236157;23850
conv2d;omp;3;64;;0.027;0.043;0.030175;4111490;2453412;707173;17956;332168;26364
conv2d;hybrid;3;64;;0.027;0.048;0.02995;4080228;2490780;712228;17466;338399;26033
conv2d;omp;4;64;;0.022;0.033;0.0232;4939671;3425067;885239;19762;491206;28939
conv2d;hybrid;4;64;;0.021;0.199;0.02615;4865513;3305278;865927;19832;470419;29029
conv2d;seq;1;128;;0.278;0.307;0.2828;7660314;6666859;1545150;19938;1010045;27845
conv2d;neon;1;128;;0.263;0.434;0.271675;7642590;6673100;1544599;20210;1008279;27927
conv2d;omp;1;128;;0.291;0.355;0.29765;3826793;1758196;689316;15250;198437;22108
conv2d;hybrid;1;128;;0.272;0.352;0.278325;3822076;1782121;692709;15295;199308;22126
conv2d;omp;2;128;;0.145;0.324;0.15455;4870001;2812766;881443;17843;370436;24676
conv2d;hybrid;2;128;;0.131;0.152;0.139675;4865544;2837807;884585;17944;371689;24786
conv2d;omp;3;128;;0.096;0.113;0.1039;5814116;3975407;1092436;19347;561260;27079
conv2d;hybrid;3;128;;0.090;0.175;0.1005;5831478;3975174;1093366;20039;557662;27375
conv2d;omp;4;128;;0.073;0.313;0.0931;7034822;5429553;1353632;21851;800015;30048
conv2d;hybrid;4;128;;0.070;0.239;0.08045;6954280;5383281;1342121;21725;790115;30001
conv2d;seq;1;256;;1.121;1.251;1.1371;12932641;10219141;2676861;26137;1500882;31645
conv2d;neon;1;256;;1.054;1.171;1.06577;12812048;10272638;2675261;25999;1499387;31431
conv2d;omp;1;256;;1.130;1.286;1.15308;8066651;3875185;1577042;20588;450663;25149
conv2d;hybrid;1;256;;1.054;1.202;1.07547;7969783;3944946;1580296;20800;451025;25225
conv2d;omp;2;256;;0.586;0.706;0.604575;10299005;6574370;2046373;24097;895627;28278
conv2d;hybrid;2;256;;0.551;0.618;0.563275;10185656;6631830;2047499;24401;894542;28236
conv2d;omp;3;256;;0.406;0.555;0.425875;12499921;9517890;2558211;26207;1381767;31708
conv2d;hybrid;3;256;;0.374;0.485;0.3927;12455267;9601121;2564572;26893;1384074;31920
conv2d;omp;4;256;;0.314;0.569;0.331625;14717066;12441528;3063692;29014;1866019;34602
conv2d;hybrid;4;256;;0.295;0.505;0.31215;14596085;12450843;3057987;29089;1856111;34624
conv2d;seq;1;512;;4.750;4.967;4.8082;29957129;18579997;6191856;52352;2499366;38520
conv2d;neon;1;512;;4.475;4.696;4.52302;29614649;18879057;6203024;53067;2506313;38605
conv2d;omp;1;512;;4.830;4.986;4.90108;24968986;12193614;5081471;47104;1443813;32035
conv2d;hybrid;1;512;;4.527;4.765;4.6142;24602829;12461801;5087219;48434;1444465;32193
conv2d;omp;2;512;;2.455;2.647;2.53135;28144603;15988699;5740198;51833;2066513;35710
conv2d;hybrid;2;512;;2.315;2.480;2.375;27710814;16262911;5746770;52206;2068354;35398
conv2d;omp;3;512;;1.682;1.883;1.73995;31302502;20121082;6452026;54523;2748609;39295
conv2d;hybrid;3;512;;1.579;1.807;1.64997;30935505;20404607;6463842;55449;2751310;39349
conv2d;omp;4;512;;1.308;1.496;1.36085;34415957;24060266;7130685;57770;3401169;42688
conv2d;hybrid;4;512;;1.232;1.432;1.27865;33997090;24357526;7140185;58212;3406936;42435
conv2d;seq;1;1024;;20.528;24.412;20.8441;99523605;52283934;20347911;228847;6522530;65086
conv2d;neon;1;1024;;19.435;19.863;19.6674;98040065;53296564;20358548;229911;6512092;65027
conv2d;omp;1;1024;;20.469;20.932;20.6945;93626614;45641414;19177186;215244;5422673;58700
conv2d;hybrid;1;1024;;19.383;19.987;19.5947;92144353;46690736;19185924;215721;5425145;57540
conv2d;omp;2;1024;;10.629;10.863;10.7213;97913648;50140344;19953757;225967;6163930;62635
conv2d;hybrid;2;1024;;9.999;10.249;10.1161;96524861;51145029;19964738;227822;6150492;61859
conv2d;omp;3;1024;;7.195;7.562;7.29445;101650696;54233578;20661931;230581;6835157;66848
conv2d;hybrid;3;1024;;6.831;7.100;6.92333;100185392;55340934;20678633;231285;6845805;65539
conv2d;omp;4;1024;;5.534;6.304;5.6751;106035650;59236208;21528010;237629;7659928;71512
conv2d;hybrid;4;1024;;5.238;5.473;5.32953;104126185;59794690;21452842;232931;7580231;70003
conv2d;seq;1;2048;;87.022;90.795;88.99;382219988;187815908;77153594;1150192;22690533;172291
conv2d;neon;1;2048;;82.757;86.468;84.4444;376543841;192162273;77196673;1118862;22721409;171302
conv2d;omp;1;2048;;90.619;92.663;91.9539;378097940;180138652;75807716;1334780;21388448;169528
conv2d;hybrid;1;2048;;85.766;87.809;87.1321;371687159;184348456;75826512;1282052;21385428;168632
conv2d;omp;2;2048;;45.196;46.294;45.6917;381069478;185312806;76674135;1160464;22249116;174191
conv2d;hybrid;2;2048;;42.828;44.141;43.4236;374761726;189304142;76662161;1135977;22213852;173727
conv2d;omp;3;2048;;30.740;32.176;31.3164;388754251;191237448;77688328;1179031;23216926;179875
conv2d;hybrid;3;2048;;29.161;30.435;29.6112;381849510;195285092;77680028;1113914;23193224;179033
conv2d;omp;4;2048;;23.674;24.374;23.917;395319711;195669314;78454395;1188451;23961404;183479
conv2d;hybrid;4;2048;;22.569;23.202;22.8296;389224777;199551318;78418369;1155115;23908504;183635
