kernel;version;threads;size;tap;time-min;time-max;time-mean;cycles;instructions;cache-references;cache-misses;branch-instructions;branch-misses
dot;hybrid;3;16384;;0.019;0.022;0.0203;7258769;5553195;1390893;19911;822068;27200
dot;omp;4;16384;;0.012;0.015;0.0134;8738037;7462232;1728006;21870;1138692;30081
dot;hybrid;4;16384;;0.016;0.019;0.0173;8726547;7433242;1721709;22117;1132318;30190
dot;seq;1;65536;;0.117;0.138;0.1229;15538373;11922954;3097460;26287;1782627;31814
dot;neon;1;65536;;0.152;0.175;0.1574;15523084;11880046;3090837;26118;1772009;31733
dot;omp;1;65536;;0.125;0.138;0.1282;10507204;5470616;1981002;20314;714831;25171
dot;hybrid;1;65536;;0.161;0.170;0.1646;10551350;5496514;1978615;20282;713758;25122
dot;omp;2;65536;;0.083;0.098;0.0889;12734903;8200089;2452929;23549;1165000;28035
dot;hybrid;2;65536;;0.103;0.116;0.1074;12809763;8233009;2455186;23697;1164430;28192
dot;omp;3;65536;;0.074;0.085;0.0796;15091672;11252975;2995507;26074;1668843;31653
dot;hybrid;3;65536;;0.079;0.100;0.08435;15084048;11226119;2974531;26145;1658879;31652
dot;omp;4;65536;;0.065;0.351;0.08415;17267557;14118800;3479744;28370;2143558;34368
dot;hybrid;4;65536;;0.069;0.098;0.0766;17205939;14064093;3462631;28089;2129240;34274
dot;seq;1;262144;;0.823;0.997;0.864;40093887;25127383;7813315;46335;3581833;38677
dot;neon;1;262144;;0.939;1.059;0.97275;40315874;25215047;7821240;46586;3583994;38794
dot;omp;1;262144;;0.833;0.888;0.85045;34724910;18549246;6670178;38316;2494092;31689
dot;hybrid;1;262144;;0.989;1.062;1.0097;35040710;18681135;6670269;40033;2493389;31941
dot;omp;2;262144;;0.506;0.589;0.5266;38090213;22455495;7347878;43908;3135412;35212
dot;hybrid;2;262144;;0.563;0.675;0.58635;38234933;22551733;7340965;44584;3129702;35248
dot;omp;3;262144;;0.409;0.539;0.44705;41448510;26582903;8103487;47209;3816374;39505
dot;hybrid;3;262144;;0.425;0.457;0.44095;41467925;26639886;8044872;47367;3804698;38984
dot;omp;4;262144;;0.357;0.404;0.3725;44746832;30623737;8751976;50489;4486422;42058
dot;hybrid;4;262144;;0.366;0.416;0.3898;44920329;30849281;8768887;51010;4502761;41942
dot;seq;1;1048576;;3.747;3.852;3.791;138259342;78301740;26775027;135085;10815773;64457
dot;neon;1;1048576;;4.230;4.371;4.2954;139214793;78795689;26806434;135894;10860573;65004
dot;omp;1;1048576;;3.698;3.925;3.77535;131441060;71142072;25524032;118265;9624482;57754
dot;hybrid;1;1048576;;4.260;4.398;4.3208;132312306;71557545;25490080;120018;9620065;57068
dot;omp;2;1048576;;2.106;2.207;2.1595;135728023;75284128;26225151;127151;10320391;61334
dot;hybrid;2;1048576;;2.327;2.439;2.37305;136229576;75855021;26232455;126420;10326783;61308
dot;omp;3;1048576;;1.663;1.767;1.69495;140210650;79881427;27189340;132849;11073849;64772
dot;hybrid;3;1048576;;1.705;1.777;1.7351;140489499;80151792;26976043;133022;11029961;65596
dot;omp;4;1048576;;1.391;1.465;1.43025;145094944;84375792;27798520;137929;11814225;68754
dot;hybrid;4;1048576;;1.429;1.551;1.45745;145108729;84863201;27795794;138756;11805684;68711
dot;seq;1;4194304;;14.863;15.294;15.0381;527740885;291066720;102641672;473993;39737354;171788
dot;neon;1;4194304;;16.758;17.321;17.0888;530507707;291949621;102612153;475157;39710224;171220
dot;omp;1;4194304;;14.443;14.999;14.7913;516075027;281792466;101020016;430722;38164411;165567
dot;hybrid;1;4194304;;16.237;16.856;16.6191;518228951;283921143;101030431;423672;38166298;166466
dot;omp;2;4194304;;8.377;8.657;8.4597;523254406;286485967;101813827;458143;38953757;170449
dot;hybrid;2;4194304;;9.131;9.429;9.2219;525180151;288461731;101794484;454015;38936635;170032
dot;omp;3;4194304;;6.372;6.614;6.4783;531534377;292104057;103477062;460854;39866426;175797
dot;hybrid;3;4194304;;6.491;6.924;6.7247;532866278;294051528;102748323;466533;39844127;175736
dot;omp;4;4194304;;5.374;5.520;5.42795;541343198;297494930;103709096;475522;40769171;180653
dot;hybrid;4;4194304;;5.470;5.575;5.5129;541211643;299322226;103663523;468824;40729076;180904
dot;seq;1;16777216;;58.628;61.783;60.0893;2072583456;1135660135;405117545;1686321;154239099;611625
dot;neon;1;16777216;;65.767;68.996;67.8885;2083838302;1139538950;405061968;1693551;154187178;609362
dot;omp;1;16777216;;58.493;59.239;58.9607;2047700023;1125266860;403272070;1426673;152389213;621102
dot;hybrid;1;16777216;;65.311;66.204;65.828;2056988246;1133677729;403280127;1425161;152390958;622876
dot;omp;2;16777216;;32.256;34.605;32.7307;2065431232;1130532752;404110186;1541035;153292120;623766
dot;hybrid;2;16777216;;35.178;38.595;35.5875;2071994875;1139140381;404145320;1547514;153325909;625474
dot;omp;3;16777216;;24.914;26.267;25.5701;2088343960;1137894947;408155376;1650213;154432477;632794
dot;hybrid;3;16777216;;26.065;27.359;26.8516;2092530062;1146679556;405429017;1633080;154504853;633019
dot;omp;4;16777216;;20.967;21.855;21.5788;2113502264;1145695822;406731083;1692856;155775947;641340
dot;hybrid;4;16777216;;21.166;22.427;21.9007;2114921028;1154402378;406777774;1702280;155828857;638815
triad;seq;1;1024;;0.004;0.004;0.004;4049625;2599729;695013;17738;362961;26723
triad;neon;1;1024;;0.003;0.004;0.00395;4017440;2567026;690178;17703;357300;26828
triad;omp;1;1024;;0.007;0.008;0.00755;2537342;1105447;410338;13217;120442;21310
triad;hybrid;1;1024;;0.007;0.008;0.00785;2525723;1098982;407561;13212;119125;21268
triad;omp;2;1024;;0.005;0.005;0.005;3141423;1569198;503267;15411;193875;23668
triad;hybrid;2;1024;;0.005;0.005;0.005;3100462;1492404;489295;15536;181344;23657
triad;omp;3;1024;;0.005;0.006;0.00505;3719389;2094570;611188;17657;277977;26398
triad;hybrid;3;1024;;0.004;0.005;0.00495;3686069;2083972;606569;17409;276188;26091
triad;omp;4;1024;;0.004;0.005;0.0046;4236803;2662430;717554;19068;370135;28504
triad;hybrid;4;1024;;0.004;0.005;0.0047;4248357;2674777;720721;19135;372003;28676
triad;seq;1;4096;;0.022;0.026;0.0235;4357459;2800830;732410;18287;389831;27028
triad;neon;1;4096;;0.023;0.025;0.0237;4358870;2795834;733223;18464;388642;27122
triad;omp;1;4096;;0.026;0.034;0.0271;2772447;1202158;430280;13687;129611;21413
triad;hybrid;1;4096;;0.026;0.027;0.0268;2787117;1212115;433137;13843;130552;21417
triad;omp;2;4096;;0.014;0.027;0.01555;3428788;1688225;528239;16214;206811;24022
triad;hybrid;2;4096;;0.014;0.028;0.01645;3410136;1681810;526128;16170;205612;23907
triad;omp;3;4096;;0.011;0.024;0.0129;3940577;2177389;628475;18076;285318;26484
triad;hybrid;3;4096;;0.012;0.026;0.0145;3947897;2171215;625872;18119;283791;26557
triad;omp;4;4096;;0.010;0.019;0.01225;4680607;3023023;783743;19820;423419;28985
triad;hybrid;4;4096;;0.010;0.021;0.0124;4589863;2914322;763641;19657;405351;28807
triad;seq;1;16384;;0.099;0.108;0.1022;5816349;3819155;926104;20440;531608;28142
triad;neon;1;16384;;0.099;0.112;0.10255;5887826;3913876;942780;20514;546291;28240
triad;omp;1;16384;;0.105;0.109;0.10725;3792047;1628575;524715;15649;172629;22195
triad;hybrid;1;16384;;0.105;0.174;0.11115;3800744;1635593;524313;15775;172410;22313
triad;omp;2;16384;;0.052;0.069;0.05795;4437083;2078260;615051;18332;244161;24949
triad;hybrid;2;16384;;0.054;0.123;0.0611;4483060;2144261;626674;18349;253412;25014
triad;omp;3;16384;;0.040;0.057;0.0471;5070499;2754425;751528;20027;353715;27350
triad;hybrid;3;16384;;0.040;0.054;0.0466;5088608;2788256;750233;20107;358052;27466
triad;omp;4;16384;;0.037;0.052;0.0439;5850598;3547977;897938;22328;482171;30650
triad;hybrid;4;16384;;0.037;0.089;0.0471;5732547;3414632;871770;22263;459047;30464
triad;seq;1;65536;;0.462;0.529;0.47715;12715143;9490650;1974849;28366;1363074;32588
triad;neon;1;65536;;0.462;0.631;0.4841;12635757;9420612;1960303;27997;1348512;32481
triad;omp;1;65536;;0.493;0.538;0.50595;7967269;3365005;913764;22569;348164;26213
triad;hybrid;1;65536;;0.486;0.589;0.5084;7954824;3391894;911827;22502;347635;26297
triad;omp;2;65536;;0.264;0.291;0.2758;9346438;4688695;1155858;26378;562675;29634
triad;hybrid;2;65536;;0.264;0.303;0.2777;9321064;4700256;1150752;26071;559785;29696
triad;omp;3;65536;;0.211;0.283;0.2327;10615202;6110171;1435221;28885;795231;32866
triad;hybrid;3;65536;;0.197;0.482;0.22135;10603721;6205352;1423255;28230;805836;32826
triad;omp;4;65536;;0.166;0.350;0.1835;11878620;7688744;1690652;30540;1056103;34893
triad;hybrid;4;65536;;0.164;0.297;0.1813;11748557;7484734;1651820;30564;1016678;35125
triad;seq;1;262144;;2.222;2.391;2.29065;29725073;16804091;3563840;57983;2131951;42838
triad;neon;1;262144;;2.218;2.438;2.2901;29802119;17001950;3585877;57475;2155595;43025
triad;omp;1;262144;;2.257;2.479;2.3209;24202999;10104034;2392621;49458;1026378;35756
triad;hybrid;1;262144;;2.249;2.394;2.31775;24180417;10223157;2388059;49420;1024711;35699
triad;omp;2;262144;;1.293;1.430;1.34125;27123492;12812828;2875765;56124;1465182;40048
triad;hybrid;2;262144;;1.290;1.459;1.333;27062857;12898654;2866827;55792;1458229;39887
triad;omp;3;262144;;1.083;1.182;1.12845;30238984;15823588;3490029;63773;1958810;43635
triad;hybrid;3;262144;;0.992;1.129;1.03985;29809733;15745152;3366052;58809;1924683;43229
triad;omp;4;262144;;0.854;1.262;0.92715;32778238;18673654;3895805;61960;2431352;46193
triad;hybrid;4;262144;;0.855;1.042;0.90475;32659839;18649197;3870320;61421;2405095;46145
triad;seq;1;1048576;;9.011;9.257;9.113;95283246;44828660;9730380;179799;4990979;80735
triad;neon;1;1048576;;9.014;9.230;9.12595;95204046;44967443;9706114;180474;4972355;79403
triad;omp;1;1048576;;8.974;9.246;9.13425;88223440;37449642;8443931;166854;3755945;75045
triad;hybrid;1;1048576;;9.048;9.326;9.15355;88535264;37992865;8449711;168436;3756221;74442
triad;omp;2;1048576;;5.089;5.257;5.1676;93321641;41253638;9112042;175668;4379117;78287
triad;hybrid;2;1048576;;5.098;5.233;5.14005;93282167;41710204;9092133;180146;4371824;78167
triad;omp;3;1048576;;4.256;4.424;4.33015;100012403;46121956;10293544;198925;5182188;82568
triad;hybrid;3;1048576;;3.888;4.053;3.9703;98469476;45744405;9796200;182714;5028208;82932
triad;omp;4;1048576;;3.287;3.535;3.40775;104317828;49838181;10587630;186419;5801332;85952
triad;hybrid;4;1048576;;3.302;3.535;3.4198;104268714;50173847;10554259;186398;5770935;85675
triad;seq;1;4194304;;35.840;36.494;36.1928;354445951;156585072;34435715;640609;16284698;239607
triad;neon;1;4194304;;35.974;36.332;36.1769;354549868;157780050;34453216;640774;16313132;238439
triad;omp;1;4194304;;35.587;36.303;35.7994;342455072;147462289;32836353;584756;14721522;238257
triad;hybrid;1;4194304;;35.733;37.672;36.1669;343252075;149548427;32834171;599416;14722482;238075
triad;omp;2;4194304;;20.130;20.601;20.364;353751940;152177550;33622406;648690;15511235;242203
triad;hybrid;2;4194304;;20.203;20.571;20.3234;353633612;154320762;33631543;629242;15521061;242554
triad;omp;3;4194304;;16.794;17.124;16.9863;370541088;159164874;36210020;706362;16651500;246968
triad;hybrid;3;4194304;;15.127;15.554;15.3913;365731736;159539833;34520750;645111;16366266;246602
triad;omp;4;4194304;;12.911;13.178;13.0155;379709720;163297576;35534624;654329;17354123;251290
triad;hybrid;4;4194304;;12.954;13.299;13.0603;380124218;165723333;35590969;655386;17409126;252072
triad;seq;1;16777216;;141.296;145.819;143.343;1377539359;598933188;132600262;2310410;60533203;890597
triad;neon;1;16777216;;142.534;146.093;143.749;1378416581;603053665;132589534;2369299;60522785;887574
triad;omp;1;16777216;;142.670;144.330;143.389;1354868367;588624258;130741678;2071144;58614697;915114
triad;hybrid;1;16777216;;143.171;147.945;143.765;1355270640;597026252;130741945;2045009;58600529;915572
triad;omp;2;16777216;;78.416;81.649;79.323;1382873924;594080671;131587643;2255889;59566533;919016
triad;hybrid;2;16777216;;78.402;81.038;79.3391;1382937287;602633051;131620807;2204745;59586490;920204
triad;omp;3;16777216;;65.377;67.121;66.207;1435965071;602171171;138578286;2576984;60803073;934020
triad;hybrid;3;16777216;;59.448;60.942;60.4184;1418966787;610296234;132926400;2293390;60762211;930848
triad;omp;4;16777216;;50.906;52.051;51.4609;1464217910;608659800;134129669;2385337;61949466;937077
triad;hybrid;4;16777216;;51.023;52.199;51.5282;1464729424;618006633;134294680;2354095;62107770;940825
matmul;seq;1;16;;0.020;0.087;0.02435;4043728;2648075;708009;17751;372205;26698
matmul;neon;1;16;;0.023;0.024;0.0233;4080339;2699303;716076;17664;380423;26587
matmul;omp;1;16;;0.028;0.030;0.02865;2503005;1100198;413374;13098;120411;21350
matmul;hybrid;1;16;;0.029;0.031;0.02955;2502516;1097609;412283;13215;119675;21301
matmul;omp;2;16;;0.015;0.017;0.0161;3102538;1520165;500400;15682;186531;23780
matmul;hybrid;2;16;;0.016;0.017;0.0163;3149931;1598418;512206;15563;199561;23614
matmul;omp;3;16;;0.018;0.019;0.0183;3606012;2090819;609352;17119;279287;25843
matmul;hybrid;3;16;;0.018;0.020;0.01885;3652304;2063320;607040;17505;273702;26083
matmul;omp;4;16;;0.018;0.020;0.0188;4255940;2746177;736228;19162;384955;28556
matmul;hybrid;4;16;;0.019;0.020;0.0191;4300478;2779461;743120;19392;390010;28690
matmul;seq;1;32;;0.079;0.081;0.08;4567739;3263984;843229;17994;471853;26930
matmul;neon;1;32;;0.098;0.099;0.09825;4694808;3406762;864604;18111;493899;26946
matmul;omp;1;32;;0.095;0.098;0.096;2666379;1217047;462622;13346;135864;21565
matmul;hybrid;1;32;;0.111;0.117;0.1159;2689408;1221729;463098;13378;135356;21580
matmul;omp;2;32;;0.052;0.055;0.0532;3308094;1708638;558828;15732;214441;23846
matmul;hybrid;2;32;;0.060;0.084;0.06165;3342115;1718864;561619;15732;214854;23943
matmul;omp;3;32;;0.041;0.043;0.04185;3965124;2381445;690840;18055;323126;26459
matmul;hybrid;3;32;;0.047;0.050;0.04775;3989712;2388756;691675;17964;322808;26295
matmul;omp;4;32;;0.035;0.037;0.0358;4649782;3170589;836246;19481;451797;28570
matmul;hybrid;4;32;;0.039;0.042;0.0401;4690125;3210762;842344;19571;457315;28501
matmul;seq;1;64;;0.521;0.546;0.5273;7749165;7144482;1703648;20240;1107815;32510
matmul;neon;1;64;;0.675;0.835;0.6891;8630876;8170727;1867559;20594;1264337;32966
matmul;omp;1;64;;0.557;0.872;0.5885;3716025;1884630;783509;16720;230043;26771
matmul;hybrid;1;64;;0.696;0.774;0.7074;3905804;1929612;783788;15611;226880;26820
matmul;omp;2;64;;0.287;0.417;0.30485;4528738;2647450;926235;18366;353805;29244
matmul;hybrid;2;64;;0.358;0.394;0.3705;4727680;2688460;927526;17894;350391;29515
matmul;omp;3;64;;0.200;0.232;0.2098;5317993;3521601;1090138;19949;495994;31762
matmul;hybrid;3;64;;0.253;0.338;0.26;5494005;3519066;1083651;20192;485179;31935
matmul;omp;4;64;;0.162;0.278;0.1771;6262213;4573752;1285232;22636;667965;34781
matmul;hybrid;4;64;;0.200;0.245;0.21355;6414253;4600139;1281732;22595;662346;34747
matmul;seq;1;128;;3.801;3.928;3.84365;14344036;11951457;4051984;48858;1864239;49116
matmul;neon;1;128;;5.020;5.144;5.0574;15953611;12481890;4051427;48711;1854405;48936
matmul;omp;1;128;;3.886;3.982;3.92315;9681544;5893305;2972928;43823;831977;42784
matmul;hybrid;1;128;;5.095;5.197;5.1322;11299140;6330764;2972920;43499;819771;42737
matmul;omp;2;128;;1.987;2.313;2.02695;11273922;7644612;3289227;45195;1118522;45682
matmul;hybrid;2;128;;2.600;2.722;2.6308;12900063;8069117;3289483;44801;1104451;45904
matmul;omp;3;128;;1.343;1.441;1.37815;12790331;9450936;3603227;48055;1416880;48351
matmul;hybrid;3;128;;1.784;1.889;1.81605;14516655;9998926;3635199;48051;1421312;48760
matmul;omp;4;128;;1.071;1.254;1.1045;14695591;11648991;4009798;51032;1776436;52088
matmul;hybrid;4;128;;1.382;1.566;1.4202;16227700;11944613;3986073;50521;1740719;52266
matmul;seq;1;256;;28.524;28.834;28.679;53520141;38671107;20204865;161321;6136145;114296
matmul;neon;1;256;;38.111;38.508;38.2228;66234788;42856101;20209531;154596;6090728;114207
matmul;omp;1;256;;28.797;29.027;28.896;48900625;33030505;19101872;153114;5083847;107485
matmul;hybrid;1;256;;38.333;38.470;38.4052;61621324;36871976;19103508;148022;5035820;107627
matmul;omp;2;256;;14.687;14.958;14.7944;52243888;36595969;19754545;151705;5665541;112425
matmul;hybrid;2;256;;19.585;19.731;19.6558;65142714;40474229;19764045;153347;5622974;113243
matmul;omp;3;256;;9.934;10.112;10.0197;55204593;40156458;20338976;154006;6259127;114993
matmul;hybrid;3;256;;13.269;13.708;13.3739;68378943;44249642;20445223;155723;6242218;117676
matmul;omp;4;256;;7.832;7.991;7.9005;59262135;43833712;21063888;158657;6853622;121647
matmul;hybrid;4;256;;10.235;10.416;10.3065;72021089;47932613;21109294;159648;6847805;121974
matmul;seq;1;512;;230.249;236.200;232.731;349231392;233068839;143389481;592773;37824669;363663
matmul;neon;1;512;;305.191;309.586;307.556;448980098;266507536;143409257;598012;37625646;363739
matmul;omp;1;512;;231.443;239.138;234.455;346346107;229401423;142247190;587545;36742677;356181
matmul;hybrid;1;512;;308.173;312.550;310.22;447507552;261654648;142296897;589508;36559420;357663
matmul;omp;2;512;;120.156;123.128;121.167;359232354;234537204;143286591;591971;37559808;365741
matmul;hybrid;2;512;;155.591;158.446;157.213;455265564;266574215;143285151;600089;37345735;366553
matmul;omp;3;512;;80.222;82.321;81.4476;364201226;238959761;143914356;594774;38309349;366947
matmul;hybrid;3;512;;105.218;106.620;105.956;462008639;272529451;144437186;611907;38305458;375872
matmul;omp;4;512;;62.720;68.193;64.3873;382553641;244512100;145243576;606834;39170585;385793
matmul;hybrid;4;512;;80.963;83.566;81.88;476649176;276446755;145224840;621390;38941538;386427
fir;seq;1;1024;16;0.054;0.055;0.05415;4318319;2984504;775956;17681;424875;26749
fir;neon;1;1024;16;0.059;0.060;0.05955;4362694;3045583;785450;17783;433641;26784
fir;omp;1;1024;16;0.064;0.075;0.06555;2599531;1157199;435302;13347;126455;21375
fir;hybrid;1;1024;16;0.069;0.097;0.07085;2607679;1162135;435150;13283;126301;21281
fir;omp;2;1024;16;0.032;0.033;0.03295;3202624;1595387;525510;15742;195940;23872
fir;hybrid;2;1024;16;0.034;0.036;0.03505;3220844;1628179;529120;15723;200908;23884
fir;omp;3;1024;16;0.024;0.026;0.02485;3741520;2208281;642532;17108;295621;25939
fir;hybrid;3;1024;16;0.025;0.027;0.026;3804842;2283244;654335;17317;306905;25957
fir;omp;4;1024;16;0.019;0.021;0.02075;4411263;2887220;772642;19358;405047;28607
fir;hybrid;4;1024;16;0.020;0.022;0.02185;4473239;2991620;789497;19215;421944;28548
fir;seq;1;4096;16;0.222;0.225;0.22315;5651957;4613254;1101614;18254;682924;27020
fir;neon;1;4096;16;0.244;0.353;0.25025;5799433;4783149;1127567;18395;705995;27232
fir;omp;1;4096;16;0.231;0.252;0.2331;3017129;1421232;534096;13858;156910;21467
fir;hybrid;1;4096;16;0.250;0.406;0.2681;3086059;1442348;534895;13962;157240;21778
fir;omp;2;4096;16;0.118;0.127;0.119;3716518;1977905;643302;16334;246177;24189
fir;hybrid;2;4096;16;0.126;0.266;0.13485;3757489;2041747;650606;16215;253741;24192
fir;omp;3;4096;16;0.083;0.098;0.0861;4360095;2685897;778030;18178;360970;26451
fir;hybrid;3;4096;16;0.089;0.105;0.092;4410922;2723156;781818;18323;363673;26523
fir;omp;4;4096;16;0.065;0.080;0.0669;5164996;3626775;950051;20034;515317;29001
fir;hybrid;4;4096;16;0.069;0.079;0.07035;5138784;3590403;940465;19980;505933;28934
fir;seq;1;16384;16;0.893;0.929;0.9;9509374;8841805;2028712;20496;1332925;28461
fir;neon;1;16384;16;0.980;1.261;1.00715;9570304;8848203;2011624;20569;1314818;28714
fir;omp;1;16384;16;0.902;0.985;0.91805;4696057;2473530;928581;15395;278398;22355
fir;hybrid;1;16384;16;0.975;1.057;0.98475;4782961;2553500;927658;15346;278244;22301
fir;omp;2;16384;16;0.451;0.483;0.46225;5708734;3542824;1122174;17829;453729;25037
fir;hybrid;2;16384;16;0.486;0.659;0.5048;5844999;3637311;1124434;18147;455203;24939
fir;omp;3;16384;16;0.307;0.324;0.3124;6704796;4729013;1337954;19762;647731;27397
fir;hybrid;3;16384;16;0.329;0.349;0.33535;6751691;4767723;1327720;19680;641022;27155
fir;omp;4;16384;16;0.233;0.534;0.27965;7984991;6256292;1611115;22298;898710;30603
fir;hybrid;4;16384;16;0.250;0.349;0.26935;7919756;6187668;1580790;21873;874612;29958
fir;seq;1;65536;16;3.580;3.685;3.61065;16304498;13095003;3616764;26058;1825047;31765
fir;neon;1;65536;16;3.936;4.080;3.97765;16697297;13475084;3602970;26155;1812082;31633
fir;omp;1;65536;16;3.589;3.907;3.64875;11383204;6687040;2507175;21219;764304;25375
fir;hybrid;1;65536;16;3.894;4.006;3.935;11765210;7014431;2507029;20712;764094;25410
fir;omp;2;65536;16;1.816;2.123;1.87965;13673874;9460263;2988776;24458;1221256;28685
fir;hybrid;2;65536;16;1.965;2.053;2.0002;14018367;9766242;2982796;24094;1218668;28396
fir;omp;3;65536;16;1.222;1.414;1.28185;15884878;12421740;3505308;26490;1710133;31950
fir;hybrid;3;65536;16;1.320;1.460;1.3472;16360974;12751975;3503900;26878;1710909;32257
fir;omp;4;65536;16;0.931;1.085;0.9533;18004350;15245385;3988167;28943;2178605;34505
fir;hybrid;4;65536;16;1.003;1.126;1.03005;18448232;15580416;3993457;29199;2179122;34887
fir;seq;1;262144;16;14.519;14.704;14.6045;42915645;29819284;9883057;47756;3753429;38440
fir;neon;1;262144;16;15.918;16.210;16.0366;44808572;31622542;9879930;47780;3747672;38782
fir;omp;1;262144;16;14.554;14.728;14.649;37920756;23403834;8769508;41354;2690985;32060
fir;hybrid;1;262144;16;15.742;15.922;15.8547;39521741;24715070;8769478;42107;2690461;32026
fir;omp;2;262144;16;7.341;7.692;7.4148;41109898;27258997;9437135;46299;3324407;35819
fir;hybrid;2;262144;16;7.951;8.253;8.0508;42776353;28686875;9457691;46655;3343567;35680
fir;omp;3;262144;16;4.942;5.114;4.9979;44346336;31443544;10158280;49778;4015055;39184
fir;hybrid;3;262144;16;5.336;5.442;5.37525;45979013;32719948;10155329;50611;4008366;39805
fir;omp;4;262144;16;3.740;3.899;3.80255;47506051;35504908;10856168;51895;4688276;42538
fir;hybrid;4;262144;16;4.041;4.193;4.09055;49029727;36781789;10850892;52528;4682296;42468
fir;seq;1;1048576;16;58.119;58.571;58.2637;149617126;97129519;35067771;141984;11508364;64549
fir;neon;1;1048576;16;63.698;64.016;63.8292;156846764;104503910;35072808;141539;11513819;63986
fir;omp;1;1048576;16;58.195;58.434;58.3077;144094020;90596820;33932590;134273;10416216;58456
fir;hybrid;1;1048576;16;62.968;63.173;63.0471;150290016;95730144;33897986;135329;10408930;58022
fir;omp;2;1048576;16;29.225;29.660;29.346;147506035;94770978;34629836;137450;11118566;61734
fir;hybrid;2;1048576;16;31.572;31.932;31.6813;153907988;100019467;34630322;138238;11120868;62018
fir;omp;3;1048576;16;19.577;19.844;19.6885;151212094;99161269;35389029;142158;11839215;66155
fir;hybrid;3;1048576;16;21.156;21.365;21.2319;157520789;104271610;35376633;142996;11810934;66202
fir;omp;4;1048576;16;14.779;14.984;14.8979;155254182;103644036;36171632;147322;12575682;70327
fir;hybrid;4;1048576;16;15.949;16.215;16.1383;161789826;109485303;36274556;147886;12674436;70730
fir;seq;1;4194304;16;232.631;233.165;232.91;574499555;367543882;136014858;514252;42693278;169965
fir;neon;1;4194304;16;254.742;255.724;255.195;604222603;396789908;135999199;514671;42675488;170923
fir;omp;1;4194304;16;232.497;232.912;232.679;566051294;359462213;134604590;461328;41317937;168032
fir;hybrid;1;4194304;16;251.490;251.821;251.644;590993749;380432767;134605779;468551;41321735;167612
fir;omp;2;4194304;16;116.711;117.258;116.9;570841014;363811234;135326646;507793;42048551;171492
fir;hybrid;2;4194304;16;126.119;126.475;126.294;596028408;385000747;135366548;511629;42088150;171935
fir;omp;3;4194304;16;78.089;78.606;78.3074;576745732;368936795;136202286;514340;42885251;176807
fir;hybrid;3;4194304;16;84.424;84.886;84.5879;602195131;390214494;136263808;514922;42935993;178919
fir;omp;4;4194304;16;58.881;59.289;58.9873;582483280;373903191;137057969;511644;43720399;181101
fir;hybrid;4;4194304;16;63.568;63.953;63.6804;607490565;395169671;137109343;511515;43768514;180898
fir;seq;1;16777216;16;929.349;932.879;929.843;2262528170;1445921289;539353921;1805019;166786373;609662
