kernel;version;threads;size;tap;time-min;time-max;time-mean;cycles;instructions;cache-references;cache-misses;branch-instructions;branch-misses
fir;neon;1;16777216;16;1018.051;1021.318;1018.96;2381377059;1562701594;539268052;1817475;166674934;613680
fir;omp;1;16777216;16;928.625;929.533;929.153;2247070446;1435781569;537549726;1612606;164973841;627086
fir;hybrid;1;16777216;16;1004.130;1006.148;1004.72;2347850915;1519723017;537570265;1629643;164979464;628934
fir;omp;2;16777216;16;465.530;467.363;465.848;2255617220;1440368831;538262536;1735380;165763168;630442
fir;hybrid;2;16777216;16;503.011;504.941;503.527;2356051909;1524268155;538270764;1737896;165759897;632473
fir;omp;3;16777216;16;311.888;312.769;312.231;2268946520;1447575360;539478738;1831113;166896469;637944
fir;hybrid;3;16777216;16;336.721;337.847;337.253;2368826918;1531612292;539519288;1812856;166916661;642390
fir;omp;4;16777216;16;234.598;235.652;235.227;2282271055;1453602804;540543834;1848467;167934297;646824
fir;hybrid;4;16777216;16;253.609;255.238;254.071;2382353880;1537240881;540518526;1865933;167888182;648760
fir;seq;1;1024;32;0.090;0.091;0.0907;4557045;3287245;838970;17854;473132;26824
fir;neon;1;1024;32;0.098;0.151;0.10155;4602631;3328979;846503;17992;478609;26950
fir;omp;1;1024;32;0.101;0.103;0.10155;2654024;1195843;454024;13336;130678;21462
fir;hybrid;1;1024;32;0.109;0.137;0.1107;2647088;1197356;453142;13229;130568;21557
fir;omp;2;1024;32;0.050;0.052;0.05095;3252643;1633706;542590;15660;200403;23846
fir;hybrid;2;1024;32;0.054;0.055;0.0547;3255129;1653429;542889;15539;203186;23728
fir;omp;3;1024;32;0.036;0.038;0.037;3804906;2198324;653446;17628;291596;26162
fir;hybrid;3;1024;32;0.039;0.067;0.04075;3874148;2260865;665371;17772;300372;26319
fir;omp;4;1024;32;0.029;0.030;0.02975;4515444;3033297;806932;19226;427943;28508
fir;hybrid;4;1024;32;0.031;0.032;0.0317;4535132;2993993;802915;19430;420218;28960
fir;seq;1;4096;32;0.374;0.378;0.3749;6542788;5751700;1341833;18445;864396;27176
fir;neon;1;4096;32;0.408;0.554;0.42305;6834301;6105484;1397186;18684;918040;27406
fir;omp;1;4096;32;0.383;0.468;0.3898;3222316;1566367;606872;13913;173053;21578
fir;hybrid;1;4096;32;0.413;0.442;0.4179;3247700;1579000;604128;13690;172103;21497
fir;omp;2;4096;32;0.194;0.208;0.19655;3904921;2141181;716816;16118;265791;23986
fir;hybrid;2;4096;32;0.209;0.346;0.2187;3963019;2156544;718096;16346;264865;24250
fir;omp;3;4096;32;0.135;0.150;0.13835;4611214;2859175;856696;18522;381546;26681
fir;hybrid;3;4096;32;0.145;0.164;0.1495;4605008;2829386;847641;18386;373383;26634
fir;omp;4;4096;32;0.103;0.118;0.10495;5377392;3712736;1016782;20516;520927;29468
fir;hybrid;4;4096;32;0.109;0.121;0.1128;5398357;3774855;1019439;20016;528489;29016
fir;seq;1;16384;32;1.505;1.654;1.52195;10240475;9339557;2305177;20282;1383904;28209
fir;neon;1;16384;32;1.640;1.896;1.6714;10440238;9442365;2306253;20542;1381288;28464
fir;omp;1;16384;32;1.514;1.646;1.53645;5507214;3060334;1222338;15422;343751;22365
fir;hybrid;1;16384;32;1.638;1.738;1.64915;5686324;3144717;1223216;15491;343745;22320
fir;omp;2;16384;32;0.756;0.820;0.7669;6505607;4077667;1406271;17968;510201;25013
fir;hybrid;2;16384;32;0.822;0.861;0.83165;6700595;4178573;1410017;17925;512755;24949
fir;omp;3;16384;32;0.510;0.538;0.5176;7526684;5315778;1629290;19993;713054;27361
fir;hybrid;3;16384;32;0.550;0.594;0.56135;7701957;5384581;1629565;20048;710592;27626
fir;omp;4;16384;32;0.386;0.541;0.4094;8655772;6684663;1876054;22101;937904;30263
fir;hybrid;4;16384;32;0.417;0.645;0.4387;8865859;6811687;1884068;22225;945321;30413
fir;seq;1;65536;32;6.047;6.350;6.1049;19520002;15392016;4783827;26216;2077351;32516
fir;neon;1;65536;32;6.591;6.725;6.6342;20204460;15796769;4773912;26169;2068492;31669
fir;omp;1;65536;32;6.060;6.209;6.11355;14684908;9048147;3687225;21255;1026130;25551
fir;hybrid;1;65536;32;6.552;6.746;6.5926;15312645;9368778;3684494;20969;1025246;25285
fir;omp;2;65536;32;3.049;3.187;3.1166;16991669;11888161;4180631;24748;1494709;28720
fir;hybrid;2;65536;32;3.290;3.450;3.32665;17550540;12103005;4160950;24351;1476263;28575
fir;omp;3;65536;32;2.041;2.174;2.0802;19139357;14702039;4671298;26739;1959484;32143
fir;hybrid;3;65536;32;2.203;2.482;2.258;19847781;15114809;4684142;26949;1973458;32291
fir;omp;4;65536;32;1.542;1.676;1.57245;21298707;17583190;5167038;29306;2436679;34877
fir;hybrid;4;65536;32;1.670;1.797;1.705;22125396;18153290;5207565;29352;2477584;34926
fir;seq;1;262144;32;24.430;24.711;24.5254;56055147;39226029;14600899;48696;4796091;39195
fir;neon;1;262144;32;26.554;26.856;26.7137;59006621;41082480;14604688;49108;4799833;39343
fir;omp;1;262144;32;24.411;24.557;24.4778;51070736;32849171;13491320;42723;3740554;32353
fir;hybrid;1;262144;32;26.379;26.598;26.5174;53696911;34163238;13492638;42862;3740359;32432
fir;omp;2;262144;32;12.287;12.627;12.4012;54322906;36783402;14172604;47599;4387169;37421
fir;hybrid;2;262144;32;13.260;13.412;13.3638;56880697;38025598;14161119;48195;4375417;35876
fir;omp;3;262144;32;8.234;8.491;8.3274;57817324;41330918;14959471;50515;5136811;39915
fir;hybrid;3;262144;32;8.879;9.087;8.9803;60218309;42379822;14911296;50302;5093990;39740
fir;omp;4;262144;32;6.214;6.403;6.2828;60672268;45020375;15591720;53081;5748893;43131
fir;hybrid;4;262144;32;6.689;6.871;6.7813;63140063;46165723;15561015;52993;5722292;42959
fir;seq;1;1048576;32;97.624;98.415;97.798;202351135;135039848;53978035;145519;15726011;130886
fir;neon;1;1048576;32;106.237;106.819;106.385;213735357;142300872;53974354;145652;15707431;65767
fir;omp;1;1048576;32;97.828;97.993;97.9043;196472171;128330225;52806359;136883;14611208;59989
fir;hybrid;1;1048576;32;105.515;105.735;105.616;206861475;133592069;52812204;136856;14611424;59372
fir;omp;2;1048576;32;48.926;49.641;49.0776;200377558;132719181;53566408;144953;15332905;63699
fir;hybrid;2;1048576;32;52.836;53.038;52.9029;210349266;137733736;53510317;143316;15304551;62407
fir;omp;3;1048576;32;32.684;33.107;32.8306;203907296;137092552;54302497;146272;16061979;67269
fir;hybrid;3;1048576;32;35.279;35.813;35.4728;214368247;142346939;54309606;148023;16062418;68301
fir;omp;4;1048576;32;24.685;28.275;24.9698;208166115;142149303;55175069;149508;16898286;71732
fir;hybrid;4;1048576;32;26.552;26.808;26.7174;218181633;146925747;55102477;149117;16818221;71968
fir;seq;1;4194304;32;390.455;391.975;390.984;785012534;518261385;211498006;524560;59419752;324512
fir;neon;1;4194304;32;425.202;425.810;425.475;831018139;548021022;211569876;525329;59487943;177271
fir;omp;1;4194304;32;390.719;391.272;390.938;776854050;510563501;210147684;513075;58108939;171537
fir;hybrid;1;4194304;32;422.022;422.478;422.246;818506383;531540040;210151944;504227;58110141;170440
fir;omp;2;4194304;32;195.630;195.975;195.804;781412499;515121303;210905307;519215;58876294;176340
fir;hybrid;2;4194304;32;211.212;211.800;211.423;823250083;536180645;210928374;514628;58889355;175403
fir;omp;3;4194304;32;130.610;131.085;130.829;786469200;520053663;211749109;521355;59679158;182042
fir;hybrid;3;4194304;32;141.137;141.985;141.444;829164366;542165951;211951276;528440;59867314;182395
fir;omp;4;4194304;32;98.179;98.500;98.3075;792202903;525694634;212715297;526439;60625319;185079
fir;hybrid;4;4194304;32;106.020;106.323;106.135;833344487;546234177;212653665;522251;60552554;185434
fir;seq;1;16777216;32;1560.502;1563.937;1561.82;3104584439;2049412507;841403479;1868624;233795413;781649
fir;neon;1;16777216;32;1699.802;1703.709;1701.15;3289941553;2166909936;841454317;1878848;233791831;646733
fir;omp;1;16777216;32;1562.019;1562.899;1562.4;3091381996;2040218253;839732052;1943818;232125119;651214
fir;hybrid;1;16777216;32;1687.725;1688.794;1688.24;3258617804;2124244543;839790232;1934545;232153649;641898
fir;omp;2;16777216;32;780.905;783.450;781.521;3097817837;2045267377;840515685;1800280;233012594;648716
fir;hybrid;2;16777216;32;843.871;845.300;844.241;3264720061;2128870632;840481890;1805997;232958781;643621
fir;omp;3;16777216;32;521.722;522.497;522.085;3107660009;2051213194;841517978;1899133;233932618;656194
fir;hybrid;3;16777216;32;563.577;565.028;564.076;3275881308;2135909095;841670483;1876280;234067233;651065
fir;omp;4;16777216;32;392.128;393.186;392.706;3120725155;2060649495;843158299;1902671;235542800;662658
fir;hybrid;4;16777216;32;423.447;425.005;424.028;3287851018;2144231442;843130747;1919944;235481796;661315
conv2d;seq;1;64;;0.066;0.292;0.07945;4849705;3544060;893518;18221;514245;26990
conv2d;neon;1;64;;0.065;0.067;0.06545;4861191;3550208;894286;18300;514665;27074
conv2d;omp;1;64;;0.073;0.206;0.08055;2790602;1239478;472224;13653;136677;21431
conv2d;hybrid;1;64;;0.071;0.080;0.07775;2768137;1239745;471438;13732;136249;21533
conv2d;omp;2;64;;0.036;0.062;0.03975;3462215;1773221;576559;15931;222470;23942
conv2d;hybrid;2;64;;0.035;0.049;0.03735;3511298;1865758;591470;15859;237093;23807
conv2d;omp;3;64;;0.028;0.163;0.03875;4126267;2508943;714759;17845;341742;26131
conv2d;hybrid;3;64;;0.027;0.049;0.03015;4080511;2480343;709185;17602;336764;26151
conv2d;omp;4;64;;0.022;0.032;0.02345;4848336;3297620;864423;19688;470068;28972
conv2d;hybrid;4;64;;0.021;0.037;0.0236;5024057;3568484;908784;19665;514654;28866
conv2d;seq;1;128;;0.278;0.283;0.28005;7655924;6674408;1546669;19967;1011081;27875
conv2d;neon;1;128;;0.263;0.316;0.26725;7663559;6701362;1551407;20077;1012603;27989
conv2d;omp;1;128;;0.290;0.323;0.2938;3845470;1764488;691871;15222;199179;22209
conv2d;hybrid;1;128;;0.274;0.301;0.2773;3838288;1787683;694960;15405;200036;22239
conv2d;omp;2;128;;0.139;0.152;0.14425;4840236;2800832;879060;17682;368816;24785
conv2d;hybrid;2;128;;0.132;0.232;0.14415;4812300;2838600;881714;17534;372827;24615
conv2d;omp;3;128;;0.103;0.447;0.12295;5878671;4060332;1107933;19563;575270;27170
conv2d;hybrid;3;128;;0.091;0.165;0.10275;5830753;4027760;1100398;19530;567060;27198
conv2d;omp;4;128;;0.076;0.276;0.093;6930616;5314358;1331809;21627;781289;29952
conv2d;hybrid;4;128;;0.070;0.085;0.07535;6847393;5261121;1319201;21564;769957;29844
conv2d;seq;1;256;;1.123;1.154;1.1337;12883911;10178387;2669129;25809;1494497;31485
conv2d;neon;1;256;;1.052;1.213;1.06855;12761591;10217252;2665465;25873;1490436;31471
conv2d;omp;1;256;;1.133;1.252;1.1566;8059641;3874154;1577144;20590;450820;25247
conv2d;hybrid;1;256;;1.055;1.262;1.07345;7955227;3940150;1578327;20655;450572;25133
conv2d;omp;2;256;;0.586;0.632;0.5988;10326538;6622785;2053895;23931;903825;28345
conv2d;hybrid;2;256;;0.552;0.707;0.57375;10209770;6661299;2053405;24293;899092;28424
conv2d;omp;3;256;;0.402;0.626;0.4281;12509495;9511419;2558199;26412;1380572;31852
conv2d;hybrid;3;256;;0.376;0.451;0.39455;12346985;9521985;2548211;26207;1371980;31523
conv2d;omp;4;256;;0.313;0.576;0.3548;14694507;12426838;3060542;28677;1863826;34437
conv2d;hybrid;4;256;;0.294;0.377;0.3107;14576796;12413316;3050997;29301;1850316;34778
conv2d;seq;1;512;;4.735;5.051;4.8184;29839792;18537011;6181825;51100;2494610;38514
conv2d;neon;1;512;;4.489;4.637;4.52835;29603924;18862447;6200661;52818;2504263;38523
conv2d;omp;1;512;;4.826;5.037;4.9104;24983402;12192287;5081225;46587;1443654;32158
conv2d;hybrid;1;512;;4.512;4.736;4.59615;24560201;12460555;5086584;46910;1443927;32114
conv2d;omp;2;512;;2.475;2.677;2.53755;28154211;15964867;5736448;52132;2062786;35726
conv2d;hybrid;2;512;;2.320;2.473;2.3896;27703335;16184017;5732486;52414;2056211;35402
conv2d;omp;3;512;;1.699;1.897;1.7556;31459836;20198109;6467195;55573;2761260;39537
conv2d;hybrid;3;512;;1.598;1.794;1.64555;31016591;20431457;6465025;55874;2756417;39625
conv2d;omp;4;512;;1.316;1.512;1.36995;34507396;24099616;7135958;58608;3408433;42585
conv2d;hybrid;4;512;;1.238;1.536;1.2989;34173472;24473159;7159591;59195;3426202;42203
conv2d;seq;1;1024;;20.559;21.061;20.7906;99693328;52413193;20356885;228928;6553047;64563
conv2d;neon;1;1024;;19.462;19.881;19.675;97970259;53253744;20334879;225673;6515969;64121
conv2d;omp;1;1024;;20.781;21.019;20.8636;94272746;45835113;19239798;227347;5434092;59276
conv2d;hybrid;1;1024;;19.514;19.803;19.6008;92605029;46881284;19246559;221396;5436397;57457
conv2d;omp;2;1024;;10.656;10.827;10.7073;98262523;49868140;19923548;232771;6108920;62375
conv2d;hybrid;2;1024;;10.022;10.190;10.0875;96699332;51129160;19972213;229010;6141169;61165
conv2d;omp;3;1024;;7.205;7.415;7.30125;101994694;54299291;20686425;232193;6837158;66484
conv2d;hybrid;3;1024;;6.841;7.252;6.9411;100493529;55327120;20690136;233858;6834368;65473
conv2d;omp;4;1024;;5.552;5.841;5.64385;106099542;58504497;21404362;239766;7539321;70287
conv2d;hybrid;4;1024;;5.257;5.463;5.3383;104360618;59767473;21443980;236410;7578603;68803
conv2d;seq;1;2048;;87.295;90.104;89.0074;382941488;187849384;77148892;1170760;22705902;170331
conv2d;neon;1;2048;;82.544;85.675;84.4182;377101864;192334018;77215982;1132574;22754858;169722
conv2d;omp;1;2048;;89.568;92.436;90.8909;377355381;180081155;75792902;1274157;21392714;167408
conv2d;hybrid;1;2048;;84.410;86.447;85.728;370326067;184278566;75806639;1213781;21388362;166563
conv2d;omp;2;2048;;44.810;46.052;45.5109;380972257;185215389;76645919;1145790;22244006;170826
conv2d;hybrid;2;2048;;42.606;43.749;43.0542;375088063;189846468;76738961;1101874;22315347;170586
conv2d;omp;3;2048;;30.617;31.871;31.1621;388547071;190778544;77598935;1153664;23151198;176604
conv2d;hybrid;3;2048;;29.009;30.386;29.4158;381174480;194864278;77597057;1089602;23132087;176061
conv2d;omp;4;2048;;23.572;23.986;23.7707;394994236;194968695;78323969;1169349;23853697;181177
conv2d;hybrid;4;2048;;22.452;23.190;22.7595;389245162;199911659;78470730;1130459;23978345;180654
