kernel;version;threads;size;tap;time-min;time-max;time-mean;cycles;instructions;cache-references;cache-misses;branch-instructions;branch-misses
matmul;omp;1;256;;66.320;66.595;66.4293;98959142;108307165;35894873;146476;17604750;108304
matmul;hybrid;1;256;;38.177;38.356;38.2674;61477528;36820059;19107505;148998;5036624;107658
matmul;omp;2;256;;33.551;33.838;33.6255;102346261;111797644;36533983;150825;18176273;113562
matmul;hybrid;2;256;;19.436;19.820;19.5851;64978443;40459625;19772506;152482;5631500;113205
matmul;omp;3;256;;22.493;22.764;22.5728;105298782;115531791;37148570;153147;18797627;116677
matmul;hybrid;3;256;;13.191;13.507;13.3019;68231153;44230047;20451210;156000;6249570;117649
matmul;omp;4;256;;17.211;17.628;17.3545;109630699;119655042;37948088;158516;19465303;122955
matmul;hybrid;4;256;;10.191;10.394;10.2593;71870018;47863821;21108006;159800;6847224;121872
matmul;seq;1;512;;527.976;534.444;530.714;746550676;835564790;277745033;601320;138264032;367616
matmul;neon;1;512;;305.741;311.687;308.122;449971247;266138842;143448371;598776;37642748;364754
matmul;omp;1;512;;529.858;533.597;531.659;742695084;832722613;276613023;594682;137182129;360861
matmul;hybrid;1;512;;305.463;311.315;308.476;445413159;261500499;142328652;592100;36565039;357541
matmul;omp;2;512;;268.349;271.461;269.655;755056552;837628001;277587933;601880;137972790;370267
matmul;hybrid;2;512;;156.454;159.589;157.784;456914454;266365832;143300459;606910;37349338;366965
matmul;omp;3;512;;179.676;181.494;180.472;760235609;843272819;278410585;603808;138929152;371061
matmul;hybrid;3;512;;104.764;107.559;106.089;462693485;272311568;144440765;613045;38312123;375212
matmul;omp;4;512;;137.123;139.269;138.223;776527806;847596080;279539699;617359;139585594;390646
matmul;hybrid;4;512;;80.462;83.545;82.0835;477280810;276237970;145233292;621695;38948832;386938
fir;seq;1;1024;16;0.075;0.218;0.07885;4528849;3261415;831021;17930;475086;28081
fir;neon;1;1024;16;0.070;0.091;0.07145;4458070;3155145;804094;17969;448017;26848
fir;omp;1;1024;16;0.085;0.277;0.090975;2636253;1201266;450395;13385;137971;22582
fir;hybrid;1;1024;16;0.080;0.145;0.08225;2625833;1188040;439891;13396;126746;21367
fir;omp;2;1024;16;0.043;0.044;0.043675;3251182;1643837;540733;15942;208331;25011
fir;hybrid;2;1024;16;0.040;0.060;0.04135;3236558;1658177;532729;15680;202070;23723
fir;omp;3;1024;16;0.031;0.033;0.03185;3795305;2218896;652640;17640;301296;27405
fir;hybrid;3;1024;16;0.029;0.031;0.029825;3769208;2224683;644416;17271;293480;25959
fir;omp;4;1024;16;0.025;0.027;0.026075;4598377;3146723;823254;19519;452853;29846
fir;hybrid;4;1024;16;0.024;0.043;0.025225;4519513;3013908;795282;19464;421258;28710
fir;seq;1;4096;16;0.308;0.341;0.312225;6185882;5343637;1254711;18583;822119;31975
fir;neon;1;4096;16;0.290;0.463;0.296775;6109880;5227167;1201861;18600;764346;27231
fir;omp;1;4096;16;0.318;0.457;0.3241;3118270;1580454;589736;13794;201453;26439
fir;hybrid;1;4096;16;0.295;0.415;0.302;3109517;1537189;550834;13950;157138;21535
fir;omp;2;4096;16;0.160;0.188;0.163925;3843937;2146674;700317;16400;292128;28895
fir;hybrid;2;4096;16;0.150;0.229;0.153775;3826588;2110362;661546;16535;249456;24230
fir;omp;3;4096;16;0.112;0.134;0.11685;4443949;2858942;835050;17761;408251;31095
fir;hybrid;3;4096;16;0.105;0.297;0.113275;4496807;2927410;814071;17840;382883;26361
fir;omp;4;4096;16;0.086;0.204;0.092375;5274496;3774577;1004709;20099;557427;33880
fir;hybrid;4;4096;16;0.081;0.132;0.08325;5230129;3694365;959525;20152;507098;29311
fir;seq;1;16384;16;1.241;1.395;1.26008;9912207;9373935;2239796;20679;1492102;47884
fir;neon;1;16384;16;1.162;1.237;1.17488;9758271;9190763;2069531;20440;1309540;28462
fir;omp;1;16384;16;1.250;1.424;1.27138;5171121;3129675;1158027;15581;458595;41676
fir;hybrid;1;16384;16;1.159;1.290;1.17532;5017356;2921662;990027;15304;276975;22188
fir;omp;2;16384;16;0.627;0.732;0.63685;6185419;4151987;1343962;18268;625657;44346
fir;hybrid;2;16384;16;0.583;0.705;0.6012;6100206;3993095;1187822;18248;451448;25109
fir;omp;3;16384;16;0.421;0.516;0.4322;7177473;5361181;1562840;20216;823784;46854
fir;hybrid;3;16384;16;0.391;0.654;0.4114;7094493;5222787;1408363;20139;653515;27573
fir;omp;4;16384;16;0.319;0.556;0.336675;8336408;6774899;1816910;22200;1056183;49657
fir;hybrid;4;16384;16;0.296;0.397;0.31225;8275624;6672170;1667922;22216;891845;30358
fir;seq;1;65536;16;4.982;5.226;5.01857;18081774;15647497;4519988;26171;2535099;108966
fir;neon;1;65536;16;4.671;4.800;4.70372;17677582;14977609;3863817;26348;1811553;31760
fir;omp;1;65536;16;4.987;5.165;5.03913;13256940;9312741;3425714;21089;1485219;102808
fir;hybrid;1;65536;16;4.629;4.773;4.68035;12778512;8523681;2769423;21019;764038;25434
fir;omp;2;65536;16;2.515;2.691;2.55857;15497908;12056811;3901273;24256;1938525;105903
fir;hybrid;2;65536;16;2.332;2.463;2.36575;14985183;11237316;3239473;24580;1212250;28375
fir;omp;3;65536;16;1.688;1.842;1.72238;17838688;15113443;4434100;27084;2442175;109668
fir;hybrid;3;65536;16;1.570;1.764;1.60668;17277251;14251590;3768493;26662;1709002;32086
fir;omp;4;65536;16;1.279;1.294;1.28567;19879973;17882628;4912219;29125;2901332;111966
fir;hybrid;4;65536;16;1.185;1.356;1.21888;19396750;17077710;4253881;28855;2177531;34485
fir;seq;1;262144;16;20.097;20.406;20.2341;50502790;40342124;13567624;49804;6638882;348579
fir;neon;1;262144;16;18.843;19.062;18.9636;48742065;37658394;10930675;49124;3747746;38745
fir;omp;1;262144;16;20.132;20.360;20.2702;45394235;33899468;12442792;42484;5575218;342111
fir;hybrid;1;262144;16;18.719;18.951;18.8354;43646476;30809455;9839301;43797;2695138;32429
fir;omp;2;262144;16;10.147;10.389;10.2265;48742230;37900309;13138883;48606;6230275;345722
fir;hybrid;2;262144;16;9.419;9.787;9.50675;46839128;34785083;10522289;48163;3351664;35857
fir;omp;3;262144;16;6.780;6.997;6.87395;51935004;42085775;13858681;50637;6922055;349557
fir;hybrid;3;262144;16;6.308;6.650;6.41405;50060891;39022054;11253361;50335;4052277;39581
fir;omp;4;262144;16;5.138;5.325;5.19455;54883061;45916843;14512906;53099;7558894;352073
fir;hybrid;4;262144;16;4.768;5.032;4.85243;53025760;42873559;11911484;53004;4692266;42529
fir;seq;1;1048576;16;80.468;80.907;80.6038;179369498;139224612;49779216;144095;23064180;1304492
fir;neon;1;1048576;16;75.436;75.920;75.5676;172776108;128796462;39308527;143613;11535500;65347
fir;omp;1;1048576;16;80.451;81.515;80.6206;173839787;132651847;48650826;135489;21958331;1299230
fir;hybrid;1;1048576;16;74.707;75.421;74.8422;166216067;120047720;38157075;135102;10421411;59550
fir;omp;2;1048576;16;40.354;40.722;40.463;177405155;136826700;49356909;141462;22654342;1302371
fir;hybrid;2;1048576;16;37.451;37.855;37.5733;169764577;124199174;38862763;143433;11112554;62969
fir;omp;3;1048576;16;26.990;27.300;27.0924;181015607;141108402;50092481;145683;23360210;1306579
fir;hybrid;3;1048576;16;25.044;25.322;25.1738;173217975;128532172;39601253;145891;11830974;67190
fir;omp;4;1048576;16;20.398;20.729;20.5258;185033340;146069029;50936453;150017;24189980;1310673
fir;hybrid;4;1048576;16;18.949;19.150;19.055;177203104;133197496;40400790;147940;12606927;71500
fir;seq;1;4194304;16;321.895;322.998;322.262;693493412;535298469;194757270;516691;88821133;5130068
fir;neon;1;4194304;16;301.886;303.037;302.385;666646206;493121988;152770435;515508;42645009;172991
fir;omp;1;4194304;16;321.797;322.383;322.092;685039945;527339840;193365719;471137;87464601;5127523
fir;hybrid;1;4194304;16;298.730;299.374;298.935;654049825;476987064;151412365;466300;41324410;169997
fir;omp;2;4194304;16;161.310;161.761;161.509;689869135;531868831;194117222;513065;88228191;5130632
fir;hybrid;2;4194304;16;149.770;150.326;149.988;659083661;481614670;152187293;510191;42100999;174795
fir;omp;3;4194304;16;107.719;108.153;107.889;694992278;536819898;194967727;508634;89033384;5137009
fir;hybrid;3;4194304;16;100.100;100.769;100.342;664591783;486858674;153083661;513756;42957400;181192
fir;omp;4;4194304;16;81.108;81.524;81.2685;700754998;542232544;195896091;522283;89940671;5141207
fir;hybrid;4;4194304;16;75.340;102.218;76.1561;670182466;492016944;153969839;516756;43824319;184479
fir;seq;1;16777216;16;1286.763;1290.235;1287.96;2740592511;2116933400;774311785;1859975;351313970;20444796
